Location,Order Id,Order #,Sent Date,Order Date,Check Id,Server,Table,Dining Area,Service,Dining Option,Item Selection Id,Item Id,Master Id,SKU,PLU,Menu Item,Menu Subgroup(s),Menu Group,Menu,Sales Category,Gross Price,Discount,Net Price,Qty,Tax,Void?,Deferred,Tax Exempt,Tax Inclusion Option,Dining Option Tax,Tab Name
Cupertino,600000035296533017,1,2/3/25 11:04 AM,2/3/25 11:04 AM,600000035296526919,Default Online Ordering,,,Lunch,DoorDash - Delivery,600000035296599317,600000010081880028,600000010081880027,,,Dan Dan Noodles Ⓥ🌶️🌶️ 担担面,,NOODLES,Dough Zone Menu (Cupertino),NOODLES,18.20,0.00,18.20,2.0,1.66000000,false,false,false,Tax Not Included,No Effect,DD 9c45be97 David H
Cupertino,600000035297016205,2,2/3/25 11:20 AM,2/3/25 11:20 AM,600000035297016155,Default Online Ordering,,,Lunch,DoorDash - Takeout,600000035297032956,600000010081832227,600000010081832226,,,Pan Fried Chive Dumplings (3) 韭菜盒子,,HOUSE SPECIALS,Dough Zone Menu (Cupertino),HOUSE SPECIALS,7.30,0.00,7.30,1.0,0.67000000,false,false,false,Tax Not Included,No Effect,DD 2ccce05b PickUp-Weikun L
Cupertino,600000035297016205,2,2/3/25 11:20 AM,2/3/25 11:20 AM,600000035297016155,Default Online Ordering,,,Lunch,DoorDash - Takeout,600000035297032957,600000010081873109,600000010081873108,,,Five Spice Beef Shank 五香牛腱,,APPETIZERS,Dough Zone Menu (Cupertino),APPETIZERS,8.35,0.00,8.35,1.0,0.76000000,false,false,false,Tax Not Included,No Effect,DD 2ccce05b PickUp-Weikun L
Cupertino,600000035296980298,3,2/3/25 11:29 AM,2/3/25 11:29 AM,600000035296977199,Default Online Ordering,,,Lunch,DoorDash - Takeout,600000035297275000,600000010081823847,600000010081823846,,,Green Onion Pancake (1) Ⓥ 葱油饼,,HOUSE SPECIALS,Dough Zone Menu (Cupertino),HOUSE SPECIALS,4.15,0.00,4.15,1.0,0.38000000,false,false,false,Tax Not Included,No Effect,SF d511cfbe PickUp-Henry W
Cupertino,600000035296980298,3,2/3/25 11:29 AM,2/3/25 11:29 AM,600000035296977199,Default Online Ordering,,,Lunch,DoorDash - Takeout,600000035297275002,600000010081880028,600000010081880027,,,Dan Dan Noodles Ⓥ🌶️🌶️ 担担面,,NOODLES,Dough Zone Menu (Cupertino),NOODLES,7.90,0.00,7.90,1.0,0.72000000,false,false,false,Tax Not Included,No Effect,SF d511cfbe PickUp-Henry W
Cupertino,600000035296980298,3,2/3/25 11:29 AM,2/3/25 11:29 AM,600000035296977199,Default Online Ordering,,,Lunch,DoorDash - Takeout,600000035297275004,600000010081874216,600000010081874215,,,Spicy Beef Shank 🌶️🌶️ 麻辣牛腱,,APPETIZERS,Dough Zone Menu (Cupertino),APPETIZERS,8.35,0.00,8.35,1.0,0.76000000,false,false,false,Tax Not Included,No Effect,SF d511cfbe PickUp-Henry W
Cupertino,600000035296980298,3,2/3/25 11:29 AM,2/3/25 11:29 AM,600000035296977199,Default Online Ordering,,,Lunch,DoorDash - Takeout,600000035297275006,600000010081839187,600000010081839186,,,Pan Fried Pork Buns (4) 特色鲜肉煎包,,Q-BAO®,Dough Zone Menu (Cupertino),BAO,9.95,0.00,9.95,1.0,0.91000000,false,false,false,Tax Not Included,No Effect,SF d511cfbe PickUp-Henry W
Cupertino,600000035296980298,3,2/3/25 11:29 AM,2/3/25 11:29 AM,600000035296977199,Default Online Ordering,,,Lunch,DoorDash - Takeout,600000035297275008,600000010081834427,600000010081834426,,,Pork Xiao Long Bao (8) 鲜肉小笼包,,XIAO LONG BAO (SOUP DUMPLINGS),Dough Zone Menu (Cupertino),SOUP DUMPLINGS,9.95,0.00,9.95,1.0,0.91000000,false,false,false,Tax Not Included,No Effect,SF d511cfbe PickUp-Henry W
Cupertino,600000035297286097,4,2/3/25 11:41 AM,2/3/25 11:41 AM,600000035297286047,Default Online Ordering,,,Lunch,DoorDash - Delivery,600000035297538049,600000010081880028,600000010081880027,,,Dan Dan Noodles Ⓥ🌶️🌶️ 担担面,,NOODLES,Dough Zone Menu (Cupertino),NOODLES,9.10,0.00,9.10,1.0,0.83000000,false,false,false,Tax Not Included,No Effect,DD 447dda35 Olivia L
Cupertino,600000035297286097,4,2/3/25 11:41 AM,2/3/25 11:41 AM,600000035297286047,Default Online Ordering,,,Lunch,DoorDash - Delivery,600000035297590000,600000026820238595,600000026820238596,,,High Tail Shrimp & Pork Steamed Dumplings (6) 🦐 翘尾鲜虾蒸饺,,DUMPLINGS,Dough Zone Menu (Cupertino),PAN FRIED DUMPLINGS,10.85,0.00,10.85,1.0,0.99000000,false,false,false,Tax Not Included,No Effect,DD 447dda35 Olivia L
