Location,Order Id,Order #,Sent Date,Order Date,Check Id,Server,Table,Dining Area,Service,Dining Option,Item Selection Id,Modifier Id,Master Id,Modifier SKU,Modifier PLU,Modifier,Option Group ID,Option Group Name,Parent Menu Selection Item ID,Parent Menu Selection,Sales Category,Gross Price,Discount,Net Price,Qty,Void?,Void Reason ID,Void Reason
Cupertino,600000035140318853,7,1/30/25 11:52 AM,1/30/25 11:52 AM,600000035140318154,Default Online Ordering,A3,Dining Room,Lunch,Dine In,600000035140305928,600000027297454432,600000027297454433,,,Pork Xiao Long Bao (8) 鲜肉小笼包,600000027297454430,COMB C Options,600000027297454428,COMB C,SOUP DUMPLINGS,0.00,0.00,0.00,1.0,false,,
Cupertino,600000035140318853,7,1/30/25 11:52 AM,1/30/25 11:52 AM,600000035140318154,Default Online Ordering,A3,Dining Room,Lunch,Dine In,600000035140305929,600000033258343127,600000033258343128,,,Chicken Veggie Wonton w/Chicken Broth  鸡汤大馄饨,600000033258340028,COMB C Option,600000027297454428,COMB C,,0.00,0.00,0.00,1.0,false,,
Cupertino,600000035140318853,7,1/30/25 11:52 AM,1/30/25 11:52 AM,600000035140318154,Default Online Ordering,A3,Dining Room,Lunch,Dine In,600000035140305930,600000027297453970,600000027297453971,,,Milk Tea 冰奶茶,600000027297454441,Cold Drinks,600000027297454428,COMB C,BEVERAGES,0.00,0.00,0.00,1.0,false,,
Cupertino,600000035140318853,7,1/30/25 11:52 AM,1/30/25 11:52 AM,600000035140318154,Default Online Ordering,A3,Dining Room,Lunch,Dine In,600000035140305932,600000027297452340,600000027297452341,,,Pork Xiao Long Bao (8) 鲜肉小笼包,600000027297452338,COMB A Options,600000027297452336,COMB A,SOUP DUMPLINGS,0.00,0.00,0.00,1.0,false,,
Cupertino,600000035140318853,7,1/30/25 11:52 AM,1/30/25 11:52 AM,600000035140318154,Default Online Ordering,A3,Dining Room,Lunch,Dine In,600000035140305933,600000033258299949,600000033258302350,,,Dan Dan Noodle 担担面,600000033258296896,COMB A Option,600000027297452336,COMB A,,0.00,0.00,0.00,1.0,false,,
Cupertino,600000035140318853,7,1/30/25 11:52 AM,1/30/25 11:52 AM,600000035140318154,Default Online Ordering,A3,Dining Room,Lunch,Dine In,600000035140305934,600000027297453982,600000027297453983,,,Ube Milk Tea 紫薯奶茶,600000027297452348,Cold Drinks,600000027297452336,COMB A,BEVERAGES,0.00,0.00,0.00,1.0,false,,
Cupertino,600000035140360232,10,1/30/25 12:01 PM,1/30/25 12:01 PM,600000035140349234,Default Online Ordering,A4,Dining Room,Lunch,Dine In,600000035140515346,600000027297453998,600000027297453999,,,Pork Xiao Long Bao (8) 鲜肉小笼包,600000027297453996,COMB B Options,600000027297453990,COMB B,SOUP DUMPLINGS,0.00,0.00,0.00,1.0,false,,
Cupertino,600000035140360232,10,1/30/25 12:01 PM,1/30/25 12:01 PM,600000035140349234,Default Online Ordering,A4,Dining Room,Lunch,Dine In,600000035140515347,600000033258323865,600000033258323866,,,Pork & Shrimp Pot Stickers 猪锅贴,600000033258320642,COMB B Option,600000027297453990,COMB B,,0.00,0.00,0.00,1.0,false,,
Cupertino,600000035140360232,10,1/30/25 12:01 PM,1/30/25 12:01 PM,600000035140349234,Default Online Ordering,A4,Dining Room,Lunch,Dine In,600000035140515348,600000027297453958,600000027297453959,,,Sprite,600000027297454411,Cold Drinks,600000027297453990,COMB B,BEVERAGES,0.00,0.00,0.00,1.0,false,,
Cupertino,600000035140360232,10,1/30/25 12:01 PM,1/30/25 12:01 PM,600000035140349234,Default Online Ordering,A4,Dining Room,Lunch,Dine In,600000035140515349,,,,,For Jessica Ly.,,,600000027297453990,COMB B,,0.00,0.00,0.00,1.0,false,,
