Location,Order Id,Order #,Sent Date,Order Date,Check Id,Server,Table,Dining Area,Service,Dining Option,Item Selection Id,Modifier Id,Master Id,Modifier SKU,Modifier PLU,Modifier,Option Group ID,Option Group Name,Parent Menu Selection Item ID,Parent Menu Selection,Sales Category,Gross Price,Discount,Net Price,Qty,Void?,Void Reason ID,Void Reason
Cupertino,600000034619351171,6,1/13/25 11:28 AM,1/13/25 11:28 AM,600000034619343622,Default Online Ordering,A4,Dining Room,Lunch,Dine In,600000034619406293,,,,,For Danny Pollack.,,,600000010081823847,Green Onion Pancake (1) Ⓥ 葱油饼,,0.00,0.00,0.00,1.0,false,,
Cupertino,600000034619351171,6,1/13/25 11:28 AM,1/13/25 11:28 AM,600000034619343622,Default Online Ordering,A4,Dining Room,Lunch,Dine In,600000034619406295,,,,,For Danny Pollack.,,,600000010081905431,Pork Wontons in Chicken Soup 鸡汤小馄饨,,0.00,0.00,0.00,1.0,false,,
Cupertino,600000034619351171,6,1/13/25 11:28 AM,1/13/25 11:28 AM,600000034619343622,Default Online Ordering,A4,Dining Room,Lunch,Dine In,600000034619406297,,,,,For Danny Pollack.,,,600000010081883486,Green Onion Soy Sauce Noodles Ⓥ 葱油拌面,,0.00,0.00,0.00,1.0,false,,
Cupertino,600000034619351171,6,1/13/25 11:28 AM,1/13/25 11:28 AM,600000034619343622,Default Online Ordering,A4,Dining Room,Lunch,Dine In,600000034619406299,,,,,For Justin Etzine.,,,600000010081905403,Sweet & Sour Cucumber Ⓥ 🌶️ 甜辣小黄瓜,,0.00,0.00,0.00,1.0,false,,
Cupertino,600000034619351171,6,1/13/25 11:28 AM,1/13/25 11:28 AM,600000034619343622,Default Online Ordering,A4,Dining Room,Lunch,Dine In,600000034619434301,,,,,For Justin Etzine.,,,600000010081834427,Pork Xiao Long Bao (8) 鲜肉小笼包,,0.00,0.00,0.00,1.0,false,,
Cupertino,600000034619351171,6,1/13/25 11:28 AM,1/13/25 11:28 AM,600000034619343622,Default Online Ordering,A4,Dining Room,Lunch,Dine In,600000034619434303,,,,,For Justin Etzine.,,,600000010081837613,Chicken Xiao Long Bao (8) 鸡肉小笼包,,0.00,0.00,0.00,1.0,false,,
Cupertino,600000034619351171,6,1/13/25 11:28 AM,1/13/25 11:28 AM,600000034619343622,Default Online Ordering,A4,Dining Room,Lunch,Dine In,600000034619434305,,,,,For Justin Etzine.,,,600000010081859192,Shrimp & Zucchini Steamed Dumplings (6) 🦐 青瓜鲜虾蒸饺,,0.00,0.00,0.00,1.0,false,,
Cupertino,600000034619351171,6,1/13/25 11:28 AM,1/13/25 11:28 AM,600000034619343622,Default Online Ordering,A4,Dining Room,Lunch,Dine In,600000034619434307,,,,,For Justin Etzine.,,,600000010081857563,Pork Wontons in Chili Sauce (6) 🌶️ 红油猪肉抄手,,0.00,0.00,0.00,1.0,false,,
Cupertino,600000034619351171,6,1/13/25 11:28 AM,1/13/25 11:28 AM,600000034619343622,Default Online Ordering,A4,Dining Room,Lunch,Dine In,600000034619434309,,,,,For Justin Etzine.,,,600000010081840858,Steamed Pork Buns (4) 特色鲜肉蒸包,,0.00,0.00,0.00,1.0,false,,
Cupertino,600000034619351171,6,1/13/25 11:28 AM,1/13/25 11:28 AM,600000034619343622,Default Online Ordering,A4,Dining Room,Lunch,Dine In,600000034619434311,,,,,For Justin Etzine.,,,600000010081845158,Chicken Potstickers (6) 鸡肉锅贴,,0.00,0.00,0.00,1.0,false,,
Cupertino,600000034619351171,6,1/13/25 11:28 AM,1/13/25 11:28 AM,600000034619343622,Default Online Ordering,A4,Dining Room,Lunch,Dine In,600000034619434313,,,,,For Justin Etzine.,,,600000010081850666,Pan Fried Wontons with Sweet & Spicy Garlic Sauce (6) 甜辣香煎大馄饨,,0.00,0.00,0.00,1.0,false,,
Cupertino,600000034619325390,7,1/13/25 11:32 AM,1/13/25 11:32 AM,600000034619319591,Default Online Ordering,A7,Dining Room,Lunch,Dine In,600000034619521257,600000030014089445,600000030014089446,,,Pork & Crab Meat Xiao Long Bao (8) 🦐 蟹肉小笼包,600000027297452338,COMB A Options,600000027297452336,COMB A,SOUP DUMPLINGS,0.00,0.00,0.00,1.0,false,,
Cupertino,600000034619325390,7,1/13/25 11:32 AM,1/13/25 11:32 AM,600000034619319591,Default Online Ordering,A7,Dining Room,Lunch,Dine In,600000034619521258,600000033258299949,600000033258302350,,,Dan Dan Noodle 担担面,600000033258296896,COMB A Option,600000027297452336,COMB A,,0.00,0.00,0.00,1.0,false,,
Cupertino,600000034619325390,7,1/13/25 11:32 AM,1/13/25 11:32 AM,600000034619319591,Default Online Ordering,A7,Dining Room,Lunch,Dine In,600000034619521259,600000027297453986,600000027297453987,,,Passion Fruit Green Tea 百香果绿茶,600000027297452348,Cold Drinks,600000027297452336,COMB A,BEVERAGES,0.00,0.00,0.00,1.0,false,,
Cupertino,600000034619525406,10,1/13/25 11:34 AM,1/13/25 11:34 AM,600000034619523207,Default Online Ordering,A7,Dining Room,Lunch,Dine In,600000034619523025,600000027297452340,600000027297452341,,,Pork Xiao Long Bao (8) 鲜肉小笼包,600000027297452338,COMB A Options,600000027297452336,COMB A,SOUP DUMPLINGS,0.00,0.00,0.00,1.0,false,,
Cupertino,600000034619525406,10,1/13/25 11:34 AM,1/13/25 11:34 AM,600000034619523207,Default Online Ordering,A7,Dining Room,Lunch,Dine In,600000034619523026,600000033258299949,600000033258302350,,,Dan Dan Noodle 担担面,600000033258296896,COMB A Option,600000027297452336,COMB A,,0.00,0.00,0.00,1.0,false,,
Cupertino,600000034619525406,10,1/13/25 11:34 AM,1/13/25 11:34 AM,600000034619523207,Default Online Ordering,A7,Dining Room,Lunch,Dine In,600000034619523027,600000027297453986,600000027297453987,,,Passion Fruit Green Tea 百香果绿茶,600000027297452348,Cold Drinks,600000027297452336,COMB A,BEVERAGES,0.00,0.00,0.00,1.0,false,,
Cupertino,600000034619345783,9,1/13/25 11:34 AM,1/13/25 11:34 AM,600000034619345733,Default Online Ordering,A7,Dining Room,Lunch,Dine In,600000034619553262,600000030014089445,600000030014089446,,,Pork & Crab Meat Xiao Long Bao (8) 🦐 蟹肉小笼包,600000027297452338,COMB A Options,600000027297452336,COMB A,SOUP DUMPLINGS,0.00,0.00,0.00,1.0,false,,
Cupertino,600000034619345783,9,1/13/25 11:34 AM,1/13/25 11:34 AM,600000034619345733,Default Online Ordering,A7,Dining Room,Lunch,Dine In,600000034619553263,600000033258299949,600000033258302350,,,Dan Dan Noodle 担担面,600000033258296896,COMB A Option,600000027297452336,COMB A,,0.00,0.00,0.00,1.0,false,,
Cupertino,600000034619345783,9,1/13/25 11:34 AM,1/13/25 11:34 AM,600000034619345733,Default Online Ordering,A7,Dining Room,Lunch,Dine In,600000034619553264,600000027297453982,600000027297453983,,,Ube Milk Tea 紫薯奶茶,600000027297452348,Cold Drinks,600000027297452336,COMB A,BEVERAGES,0.00,0.00,0.00,1.0,false,,
Cupertino,600000034619565024,12,1/13/25 11:38 AM,1/13/25 11:38 AM,600000034619564974,Default Online Ordering,,,Lunch,DoorDash - Takeout,600000034619652194,,,,,Include plasticware,,,600000010081857563,Pork Wontons in Chili Sauce (6) 🌶️ 红油猪肉抄手,,0.00,0.00,0.00,1.0,false,,
