Location,Order Id,Order #,Sent Date,Order Date,Check Id,Server,Table,Dining Area,Service,Dining Option,Item Selection Id,Item Id,Master Id,SKU,PLU,Menu Item,Menu Subgroup(s),Menu Group,Menu,Sales Category,Gross Price,Discount,Net Price,Qty,Tax,Void?,Deferred,Tax Exempt,Tax Inclusion Option,Dining Option Tax,Tab Name
Cupertino,600000034618922579,5,1/13/25 11:13 AM,1/13/25 11:13 AM,600000034618922529,Default Online Ordering,,,Lunch,DoorDash - Delivery,600000034619028347,600000010081852343,600000010081852342,,,Chicken & Vegetable Wontons in Chili Sauce (6) 🌶️ 红油菜肉大馄饨,,WONTONS,Dough Zone Menu (Cupertino),BOILED DUMPLINGS,16.80,0.00,16.80,2.0,1.44000000,false,false,false,Tax Not Included,No Effect,DD e5ead7e8 Kristin S
Cupertino,600000034618922579,5,1/13/25 11:13 AM,1/13/25 11:13 AM,600000034618922529,Default Online Ordering,,,Lunch,DoorDash - Delivery,600000034619028348,600000010081905403,600000010081905400,,,Sweet & Sour Cucumber Ⓥ 🌶️ 甜辣小黄瓜,,VEGETABLES,Dough Zone Menu (Cupertino),VEGETABLES,16.80,0.00,16.80,2.0,1.44000000,false,false,false,Tax Not Included,No Effect,DD e5ead7e8 Kristin S
Cupertino,600000034618922579,5,1/13/25 11:13 AM,1/13/25 11:13 AM,600000034618922529,Default Online Ordering,,,Lunch,DoorDash - Delivery,600000034619028349,600000026820238595,600000026820238596,,,High Tail Shrimp & Pork Steamed Dumplings (6) 🦐 翘尾鲜虾蒸饺,,DUMPLINGS,Dough Zone Menu (Cupertino),PAN FRIED DUMPLINGS,21.70,0.00,21.70,2.0,1.84000000,false,false,false,Tax Not Included,No Effect,DD e5ead7e8 Kristin S
Cupertino,600000034618922579,5,1/13/25 11:13 AM,1/13/25 11:13 AM,600000034618922529,Default Online Ordering,,,Lunch,DoorDash - Delivery,600000034619057000,600000010081834427,600000010081834426,,,Pork Xiao Long Bao (8) 鲜肉小笼包,,XIAO LONG BAO (SOUP DUMPLINGS),Dough Zone Menu (Cupertino),SOUP DUMPLINGS,22.90,0.00,22.90,2.0,1.96000000,false,false,false,Tax Not Included,No Effect,DD e5ead7e8 Kristin S
Cupertino,600000034619351171,6,1/13/25 11:28 AM,1/13/25 11:28 AM,600000034619343622,Default Online Ordering,A4,Dining Room,Lunch,Dine In,600000034619406294,600000010081823847,600000010081823846,,,Green Onion Pancake (1) Ⓥ 葱油饼,,HOUSE SPECIALS,Dough Zone Menu (Cupertino),HOUSE SPECIALS,4.15,0.00,4.15,1.0,0.38000000,false,false,false,Tax Not Included,No Effect,
Cupertino,600000034619351171,6,1/13/25 11:28 AM,1/13/25 11:28 AM,600000034619343622,Default Online Ordering,A4,Dining Room,Lunch,Dine In,600000034619406296,600000010081905431,600000010081905430,,,Pork Wontons in Chicken Soup 鸡汤小馄饨,,WONTONS,Dough Zone Menu (Cupertino),BOILED DUMPLINGS,7.90,0.00,7.90,1.0,0.72000000,false,false,false,Tax Not Included,No Effect,
Cupertino,600000034619351171,6,1/13/25 11:28 AM,1/13/25 11:28 AM,600000034619343622,Default Online Ordering,A4,Dining Room,Lunch,Dine In,600000034619406298,600000010081883486,600000010081883485,,,Green Onion Soy Sauce Noodles Ⓥ 葱油拌面,,NOODLES,Dough Zone Menu (Cupertino),NOODLES,7.90,0.00,7.90,1.0,0.72000000,false,false,false,Tax Not Included,No Effect,
Cupertino,600000034619351171,6,1/13/25 11:28 AM,1/13/25 11:28 AM,600000034619343622,Default Online Ordering,A4,Dining Room,Lunch,Dine In,600000034619434300,600000010081905403,600000010081905400,,,Sweet & Sour Cucumber Ⓥ 🌶️ 甜辣小黄瓜,,VEGETABLES,Dough Zone Menu (Cupertino),VEGETABLES,7.30,0.00,7.30,1.0,0.67000000,false,false,false,Tax Not Included,No Effect,
Cupertino,600000034619351171,6,1/13/25 11:28 AM,1/13/25 11:28 AM,600000034619343622,Default Online Ordering,A4,Dining Room,Lunch,Dine In,600000034619434302,600000010081834427,600000010081834426,,,Pork Xiao Long Bao (8) 鲜肉小笼包,,XIAO LONG BAO (SOUP DUMPLINGS),Dough Zone Menu (Cupertino),SOUP DUMPLINGS,9.95,0.00,9.95,1.0,0.91000000,false,false,false,Tax Not Included,No Effect,
Cupertino,600000034619351171,6,1/13/25 11:28 AM,1/13/25 11:28 AM,600000034619343622,Default Online Ordering,A4,Dining Room,Lunch,Dine In,600000034619434304,600000010081837613,600000010081837612,,,Chicken Xiao Long Bao (8) 鸡肉小笼包,,XIAO LONG BAO (SOUP DUMPLINGS),Dough Zone Menu (Cupertino),SOUP DUMPLINGS,9.95,0.00,9.95,1.0,0.91000000,false,false,false,Tax Not Included,No Effect,
Cupertino,600000034619351171,6,1/13/25 11:28 AM,1/13/25 11:28 AM,600000034619343622,Default Online Ordering,A4,Dining Room,Lunch,Dine In,600000034619434306,600000010081859192,600000010081859191,,,Shrimp & Zucchini Steamed Dumplings (6) 🦐 青瓜鲜虾蒸饺,,DUMPLINGS,Dough Zone Menu (Cupertino),PAN FRIED DUMPLINGS,8.35,0.00,8.35,1.0,0.76000000,false,false,false,Tax Not Included,No Effect,
Cupertino,600000034619351171,6,1/13/25 11:28 AM,1/13/25 11:28 AM,600000034619343622,Default Online Ordering,A4,Dining Room,Lunch,Dine In,600000034619434308,600000010081857563,600000010081857562,,,Pork Wontons in Chili Sauce (6) 🌶️ 红油猪肉抄手,,WONTONS,Dough Zone Menu (Cupertino),BOILED DUMPLINGS,7.30,0.00,7.30,1.0,0.67000000,false,false,false,Tax Not Included,No Effect,
Cupertino,600000034619351171,6,1/13/25 11:28 AM,1/13/25 11:28 AM,600000034619343622,Default Online Ordering,A4,Dining Room,Lunch,Dine In,600000034619434310,600000010081840858,600000010081840857,,,Steamed Pork Buns (4) 特色鲜肉蒸包,,Q-BAO®,Dough Zone Menu (Cupertino),BAO,9.95,0.00,9.95,1.0,0.91000000,false,false,false,Tax Not Included,No Effect,
Cupertino,600000034619351171,6,1/13/25 11:28 AM,1/13/25 11:28 AM,600000034619343622,Default Online Ordering,A4,Dining Room,Lunch,Dine In,600000034619434312,600000010081845158,600000010081845155,,,Chicken Potstickers (6) 鸡肉锅贴,,DUMPLINGS,Dough Zone Menu (Cupertino),PAN FRIED DUMPLINGS,7.30,0.00,7.30,1.0,0.67000000,false,false,false,Tax Not Included,No Effect,
Cupertino,600000034619351171,6,1/13/25 11:28 AM,1/13/25 11:28 AM,600000034619343622,Default Online Ordering,A4,Dining Room,Lunch,Dine In,600000034619434314,600000010081850666,600000010081850665,,,Pan Fried Wontons with Sweet & Spicy Garlic Sauce (6) 甜辣香煎大馄饨,,WONTONS,Dough Zone Menu (Cupertino),BOILED DUMPLINGS,7.30,0.00,7.30,1.0,0.67000000,false,false,false,Tax Not Included,No Effect,
Cupertino,600000034619416480,8,1/13/25 11:33 AM,1/13/25 11:33 AM,600000034619410282,Default Online Ordering,A7,Dining Room,Lunch,Dine In,600000034619514430,600000010081880028,600000010081880027,,,Dan Dan Noodles Ⓥ🌶️🌶️ 担担面,,NOODLES,Dough Zone Menu (Cupertino),NOODLES,7.90,0.00,7.90,1.0,0.72000000,false,false,false,Tax Not Included,No Effect,
Cupertino,600000034619416480,8,1/13/25 11:33 AM,1/13/25 11:33 AM,600000034619410282,Default Online Ordering,A7,Dining Room,Lunch,Dine In,600000034619514431,600000010081846333,600000010081846332,,,Pork & Shrimp Potstickers (6) 🦐 猪肉三鲜锅贴,,DUMPLINGS,Dough Zone Menu (Cupertino),PAN FRIED DUMPLINGS,7.30,0.00,7.30,1.0,0.67000000,false,false,false,Tax Not Included,No Effect,
Cupertino,600000034619325390,7,1/13/25 11:32 AM,1/13/25 11:32 AM,600000034619319591,Default Online Ordering,A7,Dining Room,Lunch,Dine In,600000034619521260,600000027297452336,600000027297452337,,,COMB A,,COMBO,Dough Zone Menu (Cupertino),,16.99,0.00,16.99,1.0,1.55000000,false,false,false,Tax Not Included,No Effect,
Cupertino,600000034619525406,10,1/13/25 11:34 AM,1/13/25 11:34 AM,600000034619523207,Default Online Ordering,A7,Dining Room,Lunch,Dine In,600000034619523028,600000027297452336,600000027297452337,,,COMB A,,COMBO,Dough Zone Menu (Cupertino),,16.99,0.00,16.99,1.0,1.55000000,false,false,false,Tax Not Included,No Effect,
Cupertino,600000034619345783,9,1/13/25 11:34 AM,1/13/25 11:34 AM,600000034619345733,Default Online Ordering,A7,Dining Room,Lunch,Dine In,600000034619553265,600000027297452336,600000027297452337,,,COMB A,,COMBO,Dough Zone Menu (Cupertino),,16.99,0.00,16.99,1.0,1.55000000,false,false,false,Tax Not Included,No Effect,
Cupertino,600000034619562559,11,1/13/25 11:36 AM,1/13/25 11:36 AM,600000034619552162,Default Online Ordering,,,Lunch,DoorDash - Delivery,600000034619582027,600000010081843259,600000010081843258,,,Vegetable Potstickers (6) Ⓥ 素三鲜锅贴,,DUMPLINGS,Dough Zone Menu (Cupertino),PAN FRIED DUMPLINGS,8.40,0.00,8.40,1.0,0.69000000,false,false,false,Tax Not Included,No Effect,DD 6476d01f Jie Z
Cupertino,600000034619562559,11,1/13/25 11:36 AM,1/13/25 11:36 AM,600000034619552162,Default Online Ordering,,,Lunch,DoorDash - Delivery,600000034619582028,600000010081905431,600000010081905430,,,Pork Wontons in Chicken Soup 鸡汤小馄饨,,WONTONS,Dough Zone Menu (Cupertino),BOILED DUMPLINGS,9.10,0.00,9.10,1.0,0.74000000,false,false,false,Tax Not Included,No Effect,DD 6476d01f Jie Z
Cupertino,600000034619562559,11,1/13/25 11:36 AM,1/13/25 11:36 AM,600000034619552162,Default Online Ordering,,,Lunch,DoorDash - Delivery,600000034619582029,600000010081880028,600000010081880027,,,Dan Dan Noodles Ⓥ🌶️🌶️ 担担面,,NOODLES,Dough Zone Menu (Cupertino),NOODLES,9.10,0.00,9.10,1.0,0.74000000,false,false,false,Tax Not Included,No Effect,DD 6476d01f Jie Z
Cupertino,600000034619562559,11,1/13/25 11:36 AM,1/13/25 11:36 AM,600000034619552162,Default Online Ordering,,,Lunch,DoorDash - Delivery,600000034619582030,600000010081895396,600000010081895395,,,Zha Jiang Mian 京味炸酱面,,NOODLES,Dough Zone Menu (Cupertino),NOODLES,9.10,0.00,9.10,1.0,0.74000000,false,false,false,Tax Not Included,No Effect,DD 6476d01f Jie Z
Cupertino,600000034619562559,11,1/13/25 11:36 AM,1/13/25 11:36 AM,600000034619552162,Default Online Ordering,,,Lunch,DoorDash - Delivery,600000034619582031,600000010081831015,600000010081831014,,,Beef Pancake Roll (1) 酱香牛肉卷饼 (不辣),,HOUSE SPECIALS,Dough Zone Menu (Cupertino),HOUSE SPECIALS,10.85,0.00,10.85,1.0,0.88000000,false,false,false,Tax Not Included,No Effect,DD 6476d01f Jie Z
Cupertino,600000034619565024,12,1/13/25 11:38 AM,1/13/25 11:38 AM,600000034619564974,Default Online Ordering,,,Lunch,DoorDash - Takeout,600000034619652195,600000010081857563,600000010081857562,,,Pork Wontons in Chili Sauce (6) 🌶️ 红油猪肉抄手,,WONTONS,Dough Zone Menu (Cupertino),BOILED DUMPLINGS,7.30,0.00,7.30,1.0,0.67000000,false,false,false,Tax Not Included,No Effect,SF 6e3a2928 PickUp-s c
Cupertino,600000034619565024,12,1/13/25 11:38 AM,1/13/25 11:38 AM,600000034619564974,Default Online Ordering,,,Lunch,DoorDash - Takeout,600000034619652197,600000010081834427,600000010081834426,,,Pork Xiao Long Bao (8) 鲜肉小笼包,,XIAO LONG BAO (SOUP DUMPLINGS),Dough Zone Menu (Cupertino),SOUP DUMPLINGS,19.90,0.00,19.90,2.0,1.81000000,false,false,false,Tax Not Included,No Effect,SF 6e3a2928 PickUp-s c
