Location,Order Id,Order #,Sent Date,Order Date,Check Id,Server,Table,Dining Area,Service,Dining Option,Item Selection Id,Modifier Id,Master Id,Modifier SKU,Modifier PLU,Modifier,Option Group ID,Option Group Name,Parent Menu Selection Item ID,Parent Menu Selection,Sales Category,Gross Price,Discount,Net Price,Qty,Void?,Void Reason ID,Void Reason
Cupertino,600000035497217021,4,2/9/25 11:36 AM,2/9/25 11:36 AM,600000035497216971,Default Online Ordering,,,Lunch,DoorDash - Delivery,600000035497405470,600000027695948679,600000027695948680,,,Sauce On Side 酱汁分开,600000027695937344,Sauce 酱汁,600000010081902976,Romaine Lettuce Salad with Sesame Dressing Ⓥ 麻酱生菜沙拉,,0.00,0.00,0.00,1.0,false,,
Cupertino,600000035497217021,4,2/9/25 11:36 AM,2/9/25 11:36 AM,600000035497216971,Default Online Ordering,,,Lunch,DoorDash - Delivery,600000035497405472,600000027695871780,600000027695871781,,,Sauce On Side 酱汁分开,600000027695860434,Sauce 酱汁,600000010081899532,Kale Salad with Sesame Dressing Ⓥ 麻酱羽衣甘蓝沙拉,,0.00,0.00,0.00,1.0,false,,
Cupertino,600000035497958367,7,2/9/25 12:02 PM,2/9/25 11:48 AM,600000035497958365,chi van,B1,Dining Room,Lunch,Dine In,600000035498412897,,,,,For Jonathan.,,,600000010081839187,Pan Fried Pork Buns (4) 特色鲜肉煎包,,0.00,0.00,0.00,2.0,false,,
Cupertino,600000035497958367,7,2/9/25 12:02 PM,2/9/25 11:48 AM,600000035497958365,chi van,B1,Dining Room,Lunch,Dine In,600000035498412899,,,,,For Jonathan.,,,600000010081857563,Pork Wontons in Chili Sauce (6) 🌶️ 红油猪肉抄手,,0.00,0.00,0.00,2.0,false,,
Cupertino,600000035497958367,7,2/9/25 12:02 PM,2/9/25 11:48 AM,600000035497958365,chi van,B1,Dining Room,Lunch,Dine In,600000035498531151,,,,,For Jonathan.,,,600000010081895396,Zha Jiang Mian 京味炸酱面,,0.00,0.00,0.00,1.0,false,,
Cupertino,600000035497958367,7,2/9/25 12:02 PM,2/9/25 11:48 AM,600000035497958365,chi van,B1,Dining Room,Lunch,Dine In,600000035498531153,,,,,For jeff6.,,,600000010081834427,Pork Xiao Long Bao (8) 鲜肉小笼包,,0.00,0.00,0.00,1.0,false,,
Cupertino,600000035497958367,7,2/9/25 12:02 PM,2/9/25 11:48 AM,600000035497958365,chi van,B1,Dining Room,Lunch,Dine In,600000035498531155,,,,,For jeff6.,,,600000031726935734,Chinese Crepe 煎饼果子 (薄脆),,0.00,0.00,0.00,2.0,false,,
Cupertino,600000035497958367,7,2/9/25 12:02 PM,2/9/25 11:48 AM,600000035497958365,chi van,B1,Dining Room,Lunch,Dine In,600000035498531157,,,,,For jeff6.,,,600000010081823847,Green Onion Pancake (1) Ⓥ 葱油饼,,0.00,0.00,0.00,1.0,false,,
Cupertino,600000035497958367,7,2/9/25 12:02 PM,2/9/25 11:48 AM,600000035497958365,chi van,B1,Dining Room,Lunch,Dine In,600000035498531159,,,,,For Scarlett.,,,600000010081880028,Dan Dan Noodles Ⓥ🌶️🌶️ 担担面,,0.00,0.00,0.00,1.0,false,,
Cupertino,600000035497958367,7,2/9/25 12:04 PM,2/9/25 11:48 AM,600000035497958365,chi van,B1,Dining Room,Lunch,Dine In,600000035498603406,,,,,For Peixin.,,,600000010081883486,Green Onion Soy Sauce Noodles Ⓥ 葱油拌面,,0.00,0.00,0.00,1.0,false,,
Cupertino,600000035497958367,7,2/9/25 12:05 PM,2/9/25 11:48 AM,600000035497958365,chi van,B1,Dining Room,Lunch,Dine In,600000035498629878,,,,,For Scarlett.,,,600000010081834427,Pork Xiao Long Bao (8) 鲜肉小笼包,,0.00,0.00,0.00,1.0,false,,
Cupertino,600000035498617977,15,2/9/25 12:09 PM,2/9/25 12:09 PM,600000035498594329,Default Online Ordering,A6,Dining Room,Lunch,Dine In,600000035498777164,,,,,For Gitesh.,,,600000010081843259,Vegetable Potstickers (6) Ⓥ 素三鲜锅贴,,0.00,0.00,0.00,1.0,false,,
