Location,Order Id,Order #,Sent Date,Order Date,Check Id,Server,Table,Dining Area,Service,Dining Option,Item Selection Id,Modifier Id,Master Id,Modifier SKU,Modifier PLU,Modifier,Option Group ID,Option Group Name,Parent Menu Selection Item ID,Parent Menu Selection,Sales Category,Gross Price,Discount,Net Price,Qty,Void?,Void Reason ID,Void Reason
Cupertino,600000035036185544,5,1/26/25 11:31 AM,1/26/25 11:31 AM,600000035036185494,Default Online Ordering,A2,Dining Room,Lunch,Dine In,600000035036563818,,,,,For Lange.,,,600000010081897528,Broccoli with Seafood Sauce 蚝油西兰花,,0.00,0.00,0.00,1.0,false,,
Cupertino,600000035036185544,5,1/26/25 11:31 AM,1/26/25 11:31 AM,600000035036185494,Default Online Ordering,A2,Dining Room,Lunch,Dine In,600000035036563820,,,,,For Lange.,,,600000010081899532,Kale Salad with Sesame Dressing Ⓥ 麻酱羽衣甘蓝沙拉,,0.00,0.00,0.00,1.0,false,,
Cupertino,600000035036185544,5,1/26/25 11:31 AM,1/26/25 11:31 AM,600000035036185494,Default Online Ordering,A2,Dining Room,Lunch,Dine In,600000035036563822,,,,,For Lange.,,,600000010081875664,Hot & Sour Glass Noodles 🌶️🌶️ 酸辣粉,,0.00,0.00,0.00,1.0,false,,
Cupertino,600000035036185544,5,1/26/25 11:31 AM,1/26/25 11:31 AM,600000035036185494,Default Online Ordering,A2,Dining Room,Lunch,Dine In,600000035036563824,,,,,For Yue.,,,600000010081834427,Pork Xiao Long Bao (8) 鲜肉小笼包,,0.00,0.00,0.00,1.0,false,,
Cupertino,600000035036185544,5,1/26/25 11:31 AM,1/26/25 11:31 AM,600000035036185494,Default Online Ordering,A2,Dining Room,Lunch,Dine In,600000035036563826,,,,,For Yue.,,,600000010081874216,Spicy Beef Shank 🌶️🌶️ 麻辣牛腱,,0.00,0.00,0.00,1.0,false,,
Cupertino,600000035036884193,9,1/26/25 11:46 AM,1/26/25 11:46 AM,600000035036884143,Default Online Ordering,A5,Dining Room,Lunch,Dine In,600000035037348204,600000027695817041,600000027695817042,,,No Chili Oil 不要红油,600000027695801376,Sauce 酱汁,600000010081905403,Sweet & Sour Cucumber Ⓥ 🌶️ 甜辣小黄瓜,,0.00,0.00,0.00,1.0,false,,
Cupertino,600000035037568117,15,1/26/25 11:54 AM,1/26/25 11:54 AM,600000035037450678,Default Online Ordering,B8,Dining Room,Lunch,Dine In,600000035037724107,600000027696170230,600000027696170231,,,No Green Onion 不要葱花,600000027696127047,Ingredients 原料,600000010081880028,Dan Dan Noodles Ⓥ🌶️🌶️ 担担面,,0.00,0.00,0.00,1.0,false,,
Cupertino,600000035038924103,20,1/26/25 12:19 PM,1/26/25 12:19 PM,600000035038841414,Default Online Ordering,,,Lunch,DoorDash - Takeout,600000035038923970,600000027695817041,600000027695817042,,,No Chili Oil 不要红油,600000027695801376,Sauce 酱汁,600000010081905403,Sweet & Sour Cucumber Ⓥ 🌶️ 甜辣小黄瓜,,0.00,0.00,0.00,1.0,false,,
Cupertino,600000035038985551,21,1/26/25 12:20 PM,1/26/25 12:20 PM,600000035038965752,Default Online Ordering,A6,Dining Room,Lunch,Dine In,600000035038963273,600000031727085237,600000031727085238,,,No Spicy 不要辣,600000031727019038,Sauce 酱汁,600000031726935734,Chinese Crepe 煎饼果子 (薄脆),,0.00,0.00,0.00,1.0,false,,
Cupertino,600000035039117855,23,1/26/25 12:24 PM,1/26/25 12:24 PM,600000035039093660,Default Online Ordering,D1,Dining Room,Lunch,Dine In,600000035039156851,600000027692730521,600000027692730522,,,No Sesame 不要芝麻,600000027692581800,Ingredients 原料,600000010081839187,Pan Fried Pork Buns (4) 特色鲜肉煎包,,0.00,0.00,0.00,1.0,false,,
Cupertino,600000035039254217,26,1/26/25 12:29 PM,1/26/25 12:29 PM,600000035039245019,Default Online Ordering,A7,Dining Room,Lunch,Dine In,600000035039360296,,,,,For Libby Sun.,,,600000010081835786,Pork & Crab Meat Xiao Long Bao (8) 🦐 蟹肉小笼包,,0.00,0.00,0.00,1.0,false,,
Cupertino,600000035039254217,26,1/26/25 12:29 PM,1/26/25 12:29 PM,600000035039245019,Default Online Ordering,A7,Dining Room,Lunch,Dine In,600000035039360298,,,,,For Libby Sun.,,,600000010081823847,Green Onion Pancake (1) Ⓥ 葱油饼,,0.00,0.00,0.00,1.0,false,,
Cupertino,600000035039355703,25,1/26/25 12:29 PM,1/26/25 12:29 PM,600000035039343006,Default Online Ordering,C4,Dining Room,Lunch,Dine In,600000035039367409,600000031727053414,600000031727053415,,,No Green Onion 不要葱花,600000031727019036,Ingredients 原料,600000031726935734,Chinese Crepe 煎饼果子 (薄脆),,0.00,0.00,0.00,1.0,false,,
Cupertino,600000035039355703,25,1/26/25 12:29 PM,1/26/25 12:29 PM,600000035039343006,Default Online Ordering,C4,Dining Room,Lunch,Dine In,600000035039367413,600000027696436293,600000027696436294,,,No Green Onion 不要葱花,600000010081895354,Ingredients 原料,600000010081892480,Beef-Stew Noodles 🌶️ 秘制牛肉小面,,0.00,0.00,0.00,1.0,false,,
Cupertino,600000035039254217,26,1/26/25 12:29 PM,1/26/25 12:29 PM,600000035039245019,Default Online Ordering,A7,Dining Room,Lunch,Dine In,600000035039423550,,,,,For Libby Sun.,,,600000010081837613,Chicken Xiao Long Bao (8) 鸡肉小笼包,,0.00,0.00,0.00,1.0,false,,
Cupertino,600000035039254217,26,1/26/25 12:29 PM,1/26/25 12:29 PM,600000035039245019,Default Online Ordering,A7,Dining Room,Lunch,Dine In,600000035039423552,,,,,For Libby Sun.,,,600000010081905431,Pork Wontons in Chicken Soup 鸡汤小馄饨,,0.00,0.00,0.00,1.0,false,,
Cupertino,600000035039254217,26,1/26/25 12:29 PM,1/26/25 12:29 PM,600000035039245019,Default Online Ordering,A7,Dining Room,Lunch,Dine In,600000035039423554,,,,,For Libby Sun.,,,600000010081880028,Dan Dan Noodles Ⓥ🌶️🌶️ 担担面,,0.00,0.00,0.00,1.0,false,,
Cupertino,600000035039254217,26,1/26/25 12:29 PM,1/26/25 12:29 PM,600000035039245019,Default Online Ordering,A7,Dining Room,Lunch,Dine In,600000035039423556,,,,,For Libby Sun.,,,600000010081905518,Chicken & Vegetable Wontons in Chicken Soup 鸡汤菜肉大馄饨,,0.00,0.00,0.00,1.0,false,,
Cupertino,600000035039659593,31,1/26/25 12:42 PM,1/26/25 12:42 PM,600000035039630846,Default Online Ordering,A3,Dining Room,Lunch,Dine In,600000035040021607,,,,,For James w.,,,600000010081895396,Zha Jiang Mian 京味炸酱面,,0.00,0.00,0.00,1.0,false,,
Cupertino,600000035039659593,31,1/26/25 12:42 PM,1/26/25 12:42 PM,600000035039630846,Default Online Ordering,A3,Dining Room,Lunch,Dine In,600000035040021609,,,,,For James w.,,,600000010081829146,Spicy Beef Pancake Roll (1) 🌶️🌶️ 麻辣牛肉卷饼,,0.00,0.00,0.00,1.0,false,,
Cupertino,600000035039659593,31,1/26/25 12:42 PM,1/26/25 12:42 PM,600000035039630846,Default Online Ordering,A3,Dining Room,Lunch,Dine In,600000035040021611,,,,,For James w.,,,600000010081834427,Pork Xiao Long Bao (8) 鲜肉小笼包,,0.00,0.00,0.00,1.0,false,,
Cupertino,600000035039659593,31,1/26/25 12:42 PM,1/26/25 12:42 PM,600000035039630846,Default Online Ordering,A3,Dining Room,Lunch,Dine In,600000035040021613,,,,,For James w.,,,600000010081839187,Pan Fried Pork Buns (4) 特色鲜肉煎包,,0.00,0.00,0.00,1.0,false,,
Cupertino,600000035039659593,31,1/26/25 12:42 PM,1/26/25 12:42 PM,600000035039630846,Default Online Ordering,A3,Dining Room,Lunch,Dine In,600000035040021615,,,,,For James w.,,,600000010081864086,Chicken Steamed Dumplings (6) 鸡肉蒸饺,,0.00,0.00,0.00,1.0,false,,
Cupertino,600000035039659593,31,1/26/25 12:42 PM,1/26/25 12:42 PM,600000035039630846,Default Online Ordering,A3,Dining Room,Lunch,Dine In,600000035040021617,,,,,For James w.,,,600000010081905518,Chicken & Vegetable Wontons in Chicken Soup 鸡汤菜肉大馄饨,,0.00,0.00,0.00,1.0,false,,
Cupertino,600000035040242461,35,1/26/25 12:48 PM,1/26/25 12:48 PM,600000035040242212,Default Online Ordering,B3,Dining Room,Lunch,Dine In,600000035040284026,600000027695817041,600000027695817042,,,No Chili Oil 不要红油,600000027695801376,Sauce 酱汁,600000010081905403,Sweet & Sour Cucumber Ⓥ 🌶️ 甜辣小黄瓜,,0.00,0.00,0.00,1.0,false,,
Cupertino,600000035040220197,40,1/26/25 12:56 PM,1/26/25 12:56 PM,600000035040212198,Default Online Ordering,B2,Dining Room,Lunch,Dine In,600000035040561781,,,,,For Rodney Agpaoa.,,,600000031726935734,Chinese Crepe 煎饼果子 (薄脆),,0.00,0.00,0.00,1.0,false,,
Cupertino,600000035040220197,40,1/26/25 12:56 PM,1/26/25 12:56 PM,600000035040212198,Default Online Ordering,B2,Dining Room,Lunch,Dine In,600000035040561783,,,,,For Rodney Agpaoa.,,,600000010081918795,Oolong Tea (Hot) 乌龙茶 (热),,0.00,0.00,0.00,1.0,false,,
Cupertino,600000035040220197,40,1/26/25 12:56 PM,1/26/25 12:56 PM,600000035040212198,Default Online Ordering,B2,Dining Room,Lunch,Dine In,600000035040561785,,,,,For Rodney Agpaoa.,,,600000010081905518,Chicken & Vegetable Wontons in Chicken Soup 鸡汤菜肉大馄饨,,0.00,0.00,0.00,1.0,false,,
Cupertino,600000035040220197,40,1/26/25 12:56 PM,1/26/25 12:56 PM,600000035040212198,Default Online Ordering,B2,Dining Room,Lunch,Dine In,600000035040561787,,,,,For Pedro Sousa.,,,600000010081835786,Pork & Crab Meat Xiao Long Bao (8) 🦐 蟹肉小笼包,,0.00,0.00,0.00,1.0,false,,
Cupertino,600000035040220197,40,1/26/25 12:56 PM,1/26/25 12:56 PM,600000035040212198,Default Online Ordering,B2,Dining Room,Lunch,Dine In,600000035040561789,,,,,For Pedro Sousa.,,,600000026820238595,High Tail Shrimp & Pork Steamed Dumplings (6) 🦐 翘尾鲜虾蒸饺,,0.00,0.00,0.00,1.0,false,,
Cupertino,600000035040220197,40,1/26/25 12:56 PM,1/26/25 12:56 PM,600000035040212198,Default Online Ordering,B2,Dining Room,Lunch,Dine In,600000035040561791,,,,,For Pedro Sousa.,,,600000010081895356,Beef-Stew Noodle Soup 🌶️ 秘制牛肉汤面,,0.00,0.00,0.00,1.0,false,,
Cupertino,600000035041273053,48,1/26/25 1:10 PM,1/26/25 1:10 PM,600000035041273003,Default Online Ordering,A6,Dining Room,Lunch,Dine In,600000035041298153,600000027696251284,600000027696251285,,,No Green Onion 不要葱花,600000010081883484,Ingredients 原料,600000010081895396,Zha Jiang Mian 京味炸酱面,,0.00,0.00,0.00,1.0,false,,
Cupertino,600000035041273053,48,1/26/25 1:10 PM,1/26/25 1:10 PM,600000035041273003,Default Online Ordering,A6,Dining Room,Lunch,Dine In,600000035041298157,600000031727053414,600000031727053415,,,No Green Onion 不要葱花,600000031727019036,Ingredients 原料,600000031726935734,Chinese Crepe 煎饼果子 (薄脆),,0.00,0.00,0.00,1.0,false,,
Cupertino,600000035041665279,55,1/26/25 1:23 PM,1/26/25 1:23 PM,600000035041649680,Default Online Ordering,A5,Dining Room,Lunch,Dine In,600000035041862802,600000027693016529,600000027693016530,,,No Green Onion 不要葱花,600000010081850664,Ingredients 原料,600000010081905518,Chicken & Vegetable Wontons in Chicken Soup 鸡汤菜肉大馄饨,,0.00,0.00,0.00,1.0,false,,
Cupertino,600000035041665279,55,1/26/25 1:23 PM,1/26/25 1:23 PM,600000035041649680,Default Online Ordering,A5,Dining Room,Lunch,Dine In,600000035041862804,600000027696436293,600000027696436294,,,No Green Onion 不要葱花,600000010081895354,Ingredients 原料,600000010081892480,Beef-Stew Noodles 🌶️ 秘制牛肉小面,,0.00,0.00,0.00,1.0,false,,
Cupertino,600000035043731263,77,1/26/25 2:07 PM,1/26/25 2:07 PM,600000035043725264,Default Online Ordering,B6,Dining Room,Lunch,Dine In,600000035043788282,600000027695817041,600000027695817042,,,No Chili Oil 不要红油,600000027695801376,Sauce 酱汁,600000010081905403,Sweet & Sour Cucumber Ⓥ 🌶️ 甜辣小黄瓜,,0.00,0.00,0.00,1.0,false,,
Cupertino,600000035043349595,76,1/26/25 2:07 PM,1/26/25 2:07 PM,600000035043803706,Default Online Ordering,,,Lunch,DoorDash - Takeout,600000035043834555,600000027696436293,600000027696436294,,,No Green Onion 不要葱花,600000010081895354,Ingredients 原料,600000010081892480,Beef-Stew Noodles 🌶️ 秘制牛肉小面,,0.00,0.00,0.00,1.0,false,,
Cupertino,600000035044466637,80,1/26/25 2:29 PM,1/26/25 2:29 PM,600000035044458239,Default Online Ordering,B7,Dining Room,Lunch,Dine In,600000035044834565,600000027695817041,600000027695817042,,,No Chili Oil 不要红油,600000027695801376,Sauce 酱汁,600000010081905403,Sweet & Sour Cucumber Ⓥ 🌶️ 甜辣小黄瓜,,0.00,0.00,0.00,1.0,false,,
Cupertino,600000035044942765,82,1/26/25 2:33 PM,1/26/25 2:33 PM,600000035044866768,Default Online Ordering,,,Lunch,DoorDash - Takeout,600000035045045964,,,,,Include plasticware,,,600000010081924411,Sprite 雪碧,,0.00,0.00,0.00,1.0,false,,
