Master ID,Item ID,Parent ID,Menu Name,Menu Group,Subgroup,Menu Item,Tags,Avg Price,Item Qty (incl voids),% of Ttl Qty (incl voids),Gross Amount (incl voids),% of Ttl Amt (incl voids),Item Qty,Gross Amount,Void Qty,Void Amount,Discount Amount,Net Amount,# Orders,% of Ttl # Orders,% Qty (Group),% Qty (Menu),% Qty (All),% Net Amt (Group),% Net Amt (Menu),% Net Amt (All)
,,,ALL MENUS,,,,,8.137172675521821,527.0,0.0,4288.29,0.0,527.0,4288.29,0.0,0.00,99.15,4189.14,108,0,0,0,0,0,0,0
,,,Dough Zone Menu (Cupertino),,,,,8.137172675521821,527.0,1.0,4288.29,1.0,527.0,4288.29,0.0,0.00,99.15,4189.14,108,1.0,0,0,1.0,0,0,1.0
600000010081823843,600000010081823844,,Dough Zone Menu (Cupertino),HOUSE SPECIALS,,,,6.42,70.0,0.13282732447817835,449.50,0.1048203363112103,70.0,449.50,0.0,0.00,0.00,449.50,52,0.48148148148148145,0,0.13282732447817835,0.13282732447817835,0,0.10730125992447136,0.10730125992447136
600000010081823846,600000010081823847,600000010081823843,Dough Zone Menu (Cupertino),HOUSE SPECIALS,,Green Onion Pancake (1) Ⓥ 葱油饼,,4.2620689655172415,29.0,0.4142857142857143,123.60,0.274972191323693,29.0,123.60,0.0,0.00,0.00,123.60,27,0.5192307692307693,0.4142857142857143,0.05502846299810247,0.05502846299810247,0.274972191323693,0.02950486257322505,0.02950486257322505
600000010081825599,600000010081826450,600000010081823843,Dough Zone Menu (Cupertino),HOUSE SPECIALS,,Spicy Beef Sandwich (1) 🌶️🌶️大嘴牛肉包 (辣),,7.5200000000000005,5.0,0.07142857142857142,37.60,0.08364849833147943,5.0,37.60,0.0,0.00,0.00,37.60,5,0.09615384615384616,0.07142857142857142,0.009487666034155597,0.009487666034155597,0.08364849833147943,0.008975589261757783,0.008975589261757783
600000010081827854,600000010081827857,600000010081823843,Dough Zone Menu (Cupertino),HOUSE SPECIALS,,Beef Sandwich (1) 大嘴牛肉包 (不辣),,7.3,6.0,0.08571428571428572,43.80,0.09744160177975528,6.0,43.80,0.0,0.00,0.00,43.80,6,0.11538461538461539,0.08571428571428572,0.011385199240986717,0.011385199240986717,0.09744160177975528,0.010455606640026352,0.010455606640026352
600000010081829145,600000010081829146,600000010081823843,Dough Zone Menu (Cupertino),HOUSE SPECIALS,,Spicy Beef Pancake Roll (1) 🌶️🌶️ 麻辣牛肉卷饼,,9.4,4.0,0.05714285714285714,37.60,0.08364849833147943,4.0,37.60,0.0,0.00,0.00,37.60,4,0.07692307692307693,0.05714285714285714,0.007590132827324478,0.007590132827324478,0.08364849833147943,0.008975589261757783,0.008975589261757783
600000010081831014,600000010081831015,600000010081823843,Dough Zone Menu (Cupertino),HOUSE SPECIALS,,Beef Pancake Roll (1) 酱香牛肉卷饼 (不辣),,9.4,5.0,0.07142857142857142,47.00,0.10456062291434928,5.0,47.00,0.0,0.00,0.00,47.00,5,0.09615384615384616,0.07142857142857142,0.009487666034155597,0.009487666034155597,0.10456062291434928,0.011219486577197228,0.011219486577197228
600000010081832226,600000010081832227,600000010081823843,Dough Zone Menu (Cupertino),HOUSE SPECIALS,,Pan Fried Chive Dumplings (3) 韭菜盒子,,7.614285714285714,14.0,0.2,106.60,0.23715239154616238,14.0,106.60,0.0,0.00,0.00,106.60,13,0.25,0.2,0.026565464895635674,0.026565464895635674,0.23715239154616238,0.025446750407004774,0.025446750407004774
600000010081833953,600000010081833954,600000010081823843,Dough Zone Menu (Cupertino),HOUSE SPECIALS,,Pan Fried Beef Pies (2) 牛肉馅饼,,7.614285714285714,7.0,0.1,53.30,0.11857619577308119,7.0,53.30,0.0,0.00,0.00,53.30,6,0.11538461538461539,0.1,0.013282732447817837,0.013282732447817837,0.11857619577308119,0.012723375203502387,0.012723375203502387
