Location,Order Id,Order #,Sent Date,Order Date,Check Id,Server,Table,Dining Area,Service,Dining Option,Item Selection Id,Modifier Id,Master Id,Modifier SKU,Modifier PLU,Modifier,Option Group ID,Option Group Name,Parent Menu Selection Item ID,Parent Menu Selection,Sales Category,Gross Price,Discount,Net Price,Qty,Void?,Void Reason ID,Void Reason
Cupertino,600000034640590435,1,1/14/25 11:19 AM,1/14/25 11:19 AM,600000034640590385,Default Online Ordering,B8,Dining Room,Lunch,Dine In,600000034640763351,600000030014214817,600000030014214818,,,Pork & Crab Meat Xiao Long Bao (8) 🦐 蟹肉小笼包,600000027297454430,COMB C Options,600000027297454428,COMB C,SOUP DUMPLINGS,0.00,0.00,0.00,1.0,false,,
Cupertino,600000034640590435,1,1/14/25 11:19 AM,1/14/25 11:19 AM,600000034640590385,Default Online Ordering,B8,Dining Room,Lunch,Dine In,600000034640763352,600000033258343127,600000033258343128,,,Chicken Veggie Wonton w/Chicken Broth  鸡汤大馄饨,600000033258340028,COMB C Option,600000027297454428,COMB C,,0.00,0.00,0.00,1.0,false,,
Cupertino,600000034640590435,1,1/14/25 11:19 AM,1/14/25 11:19 AM,600000034640590385,Default Online Ordering,B8,Dining Room,Lunch,Dine In,600000034640763353,600000027297454903,600000027297454904,,,Passion Fruit Green Tea 百香果绿茶,600000027297454441,Cold Drinks,600000027297454428,COMB C,BEVERAGES,0.00,0.00,0.00,1.0,false,,
Cupertino,600000034641416210,4,1/14/25 11:45 AM,1/14/25 11:45 AM,600000034641416160,Default Online Ordering,A2,Dining Room,Lunch,Dine In,600000034641447127,600000027297452340,600000027297452341,,,Pork Xiao Long Bao (8) 鲜肉小笼包,600000027297452338,COMB A Options,600000027297452336,COMB A,SOUP DUMPLINGS,0.00,0.00,0.00,1.0,false,,
Cupertino,600000034641416210,4,1/14/25 11:45 AM,1/14/25 11:45 AM,600000034641416160,Default Online Ordering,A2,Dining Room,Lunch,Dine In,600000034641447128,600000033258299949,600000033258302350,,,Dan Dan Noodle 担担面,600000033258296896,COMB A Option,600000027297452336,COMB A,,0.00,0.00,0.00,1.0,false,,
Cupertino,600000034641416210,4,1/14/25 11:45 AM,1/14/25 11:45 AM,600000034641416160,Default Online Ordering,A2,Dining Room,Lunch,Dine In,600000034641447129,600000027297453954,600000027297453955,,,Diet Coke,600000027297452348,Cold Drinks,600000027297452336,COMB A,BEVERAGES,0.00,0.00,0.00,1.0,false,,
Cupertino,600000034641554851,6,1/14/25 11:49 AM,1/14/25 11:49 AM,600000034641537302,Default Online Ordering,,,Lunch,DoorDash - Delivery,600000034641513139,600000027696485469,600000027696485470,,,No Green Onion 不要葱花,600000010081895394,Ingredients 原料,600000010081895356,Beef-Stew Noodle Soup 🌶️ 秘制牛肉汤面,,0.00,0.00,0.00,1.0,false,,
Cupertino,600000034641514555,5,1/14/25 11:48 AM,1/14/25 11:48 AM,600000034641514505,Default Online Ordering,A6,Dining Room,Lunch,Dine In,600000034641515317,,,,,For Amanda Le.,,,600000010081899532,Kale Salad with Sesame Dressing Ⓥ 麻酱羽衣甘蓝沙拉,,0.00,0.00,0.00,1.0,false,,
Cupertino,600000034641514555,5,1/14/25 11:48 AM,1/14/25 11:48 AM,600000034641514505,Default Online Ordering,A6,Dining Room,Lunch,Dine In,600000034641515319,,,,,For Amanda Le.,,,600000010081846333,Pork & Shrimp Potstickers (6) 🦐 猪肉三鲜锅贴,,0.00,0.00,0.00,1.0,false,,
Cupertino,600000034641514555,5,1/14/25 11:48 AM,1/14/25 11:48 AM,600000034641514505,Default Online Ordering,A6,Dining Room,Lunch,Dine In,600000034641515321,,,,,For Amanda Le.,,,600000010081834427,Pork Xiao Long Bao (8) 鲜肉小笼包,,0.00,0.00,0.00,2.0,false,,
Cupertino,600000034641514555,5,1/14/25 11:48 AM,1/14/25 11:48 AM,600000034641514505,Default Online Ordering,A6,Dining Room,Lunch,Dine In,600000034641515323,,,,,For Amanda Le.,,,600000010081895396,Zha Jiang Mian 京味炸酱面,,0.00,0.00,0.00,1.0,false,,
Cupertino,600000034641514555,5,1/14/25 11:48 AM,1/14/25 11:48 AM,600000034641514505,Default Online Ordering,A6,Dining Room,Lunch,Dine In,600000034641515325,,,,,For Amanda Le.,,,600000010081832227,Pan Fried Chive Dumplings (3) 韭菜盒子,,0.00,0.00,0.00,1.0,false,,
Cupertino,600000034641514555,5,1/14/25 11:48 AM,1/14/25 11:48 AM,600000034641514505,Default Online Ordering,A6,Dining Room,Lunch,Dine In,600000034641515327,,,,,For Natasha.,,,600000010081905403,Sweet & Sour Cucumber Ⓥ 🌶️ 甜辣小黄瓜,,0.00,0.00,0.00,1.0,false,,
Cupertino,600000034641535116,7,1/14/25 11:51 AM,1/14/25 11:51 AM,600000034641521618,Default Online Ordering,,,Lunch,DoorDash - Delivery,600000034641562947,,,,,Include plasticware,,,600000010081823847,Green Onion Pancake (1) Ⓥ 葱油饼,,0.00,0.00,0.00,1.0,false,,
Cupertino,600000034641535116,7,1/14/25 11:51 AM,1/14/25 11:51 AM,600000034641521618,Default Online Ordering,,,Lunch,DoorDash - Delivery,600000034641562949,,,,,Include plasticware,,,600000010081833954,Pan Fried Beef Pies (2) 牛肉馅饼,,0.00,0.00,0.00,1.0,false,,
