Location,Order Id,Order #,Sent Date,Order Date,Check Id,Server,Table,Dining Area,Service,Dining Option,Item Selection Id,Item Id,Master Id,SKU,PLU,Menu Item,Menu Subgroup(s),Menu Group,Menu,Sales Category,Gross Price,Discount,Net Price,Qty,Tax,Void?,Deferred,Tax Exempt,Tax Inclusion Option,Dining Option Tax,Tab Name
Cupertino,600000034640590435,1,1/14/25 11:19 AM,1/14/25 11:19 AM,600000034640590385,Default Online Ordering,B8,Dining Room,Lunch,Dine In,600000034640763354,600000027297454428,600000027297454429,,,COMB C,,COMBO,Dough Zone Menu (Cupertino),,16.99,0.00,16.99,1.0,1.55000000,false,false,false,Tax Not Included,No Effect,
Cupertino,600000034640622592,2,1/14/25 11:21 AM,1/14/25 11:21 AM,600000034640622542,Default Online Ordering,,,Lunch,DoorDash - Delivery,600000034640823321,600000010081823847,600000010081823846,,,Green Onion Pancake (1) Ⓥ 葱油饼,,HOUSE SPECIALS,Dough Zone Menu (Cupertino),HOUSE SPECIALS,4.80,0.00,4.80,1.0,0.40000000,false,false,false,Tax Not Included,No Effect,DD 476dc51e Li L
Cupertino,600000034640622592,2,1/14/25 11:21 AM,1/14/25 11:21 AM,600000034640622542,Default Online Ordering,,,Lunch,DoorDash - Delivery,600000034640823322,600000010081832227,600000010081832226,,,Pan Fried Chive Dumplings (3) 韭菜盒子,,HOUSE SPECIALS,Dough Zone Menu (Cupertino),HOUSE SPECIALS,8.40,0.00,8.40,1.0,0.69000000,false,false,false,Tax Not Included,No Effect,DD 476dc51e Li L
Cupertino,600000034640622592,2,1/14/25 11:21 AM,1/14/25 11:21 AM,600000034640622542,Default Online Ordering,,,Lunch,DoorDash - Delivery,600000034640823323,600000010081833954,600000010081833953,,,Pan Fried Beef Pies (2) 牛肉馅饼,,HOUSE SPECIALS,Dough Zone Menu (Cupertino),HOUSE SPECIALS,8.40,0.00,8.40,1.0,0.69000000,false,false,false,Tax Not Included,No Effect,DD 476dc51e Li L
Cupertino,600000034640622592,2,1/14/25 11:21 AM,1/14/25 11:21 AM,600000034640622542,Default Online Ordering,,,Lunch,DoorDash - Delivery,600000034640823324,600000010081846333,600000010081846332,,,Pork & Shrimp Potstickers (6) 🦐 猪肉三鲜锅贴,,DUMPLINGS,Dough Zone Menu (Cupertino),PAN FRIED DUMPLINGS,8.40,0.00,8.40,1.0,0.69000000,false,false,false,Tax Not Included,No Effect,DD 476dc51e Li L
Cupertino,600000034640622592,2,1/14/25 11:21 AM,1/14/25 11:21 AM,600000034640622542,Default Online Ordering,,,Lunch,DoorDash - Delivery,600000034640823325,600000010081905431,600000010081905430,,,Pork Wontons in Chicken Soup 鸡汤小馄饨,,WONTONS,Dough Zone Menu (Cupertino),BOILED DUMPLINGS,9.10,0.00,9.10,1.0,0.75000000,false,false,false,Tax Not Included,No Effect,DD 476dc51e Li L
Cupertino,600000034640622592,2,1/14/25 11:21 AM,1/14/25 11:21 AM,600000034640622542,Default Online Ordering,,,Lunch,DoorDash - Delivery,600000034640823326,600000010081834427,600000010081834426,,,Pork Xiao Long Bao (8) 鲜肉小笼包,,XIAO LONG BAO (SOUP DUMPLINGS),Dough Zone Menu (Cupertino),SOUP DUMPLINGS,11.45,0.00,11.45,1.0,0.94000000,false,false,false,Tax Not Included,No Effect,DD 476dc51e Li L
Cupertino,600000034641070773,3,1/14/25 11:30 AM,1/14/25 11:29 AM,600000034641070772,Chunguang Xia,A1,Dining Room,Lunch,Dine In,600000034641070764,600000010081834427,600000010081834426,,,Pork Xiao Long Bao (8) 鲜肉小笼包,,XIAO LONG BAO (SOUP DUMPLINGS),Dough Zone Menu (Cupertino),SOUP DUMPLINGS,9.95,0.00,9.95,1.0,0.91000000,false,false,false,Tax Not Included,No Effect,
Cupertino,600000034641070773,3,1/14/25 11:30 AM,1/14/25 11:29 AM,600000034641070772,Chunguang Xia,A1,Dining Room,Lunch,Dine In,600000034641070766,600000010081857563,600000010081857562,,,Pork Wontons in Chili Sauce (6) 🌶️ 红油猪肉抄手,,WONTONS,Dough Zone Menu (Cupertino),BOILED DUMPLINGS,7.30,0.00,7.30,1.0,0.67000000,false,false,false,Tax Not Included,No Effect,
Cupertino,600000034641070773,3,1/14/25 11:30 AM,1/14/25 11:29 AM,600000034641070772,Chunguang Xia,A1,Dining Room,Lunch,Dine In,600000034641070768,600000010081880028,600000010081880027,,,Dan Dan Noodles Ⓥ🌶️🌶️ 担担面,,NOODLES,Dough Zone Menu (Cupertino),NOODLES,7.90,0.00,7.90,1.0,0.72000000,false,false,false,Tax Not Included,No Effect,
Cupertino,600000034641070773,3,1/14/25 11:30 AM,1/14/25 11:29 AM,600000034641070772,Chunguang Xia,A1,Dining Room,Lunch,Dine In,600000034641070770,600000010081918795,600000010081918794,,,Oolong Tea (Hot) 乌龙茶 (热),,BEVERAGES,Dough Zone Menu (Cupertino),BEVERAGES,5.50,0.00,5.50,1.0,0.50000000,false,false,false,Tax Not Included,No Effect,
Cupertino,600000034641416210,4,1/14/25 11:45 AM,1/14/25 11:45 AM,600000034641416160,Default Online Ordering,A2,Dining Room,Lunch,Dine In,600000034641447126,600000010081823847,600000010081823846,,,Green Onion Pancake (1) Ⓥ 葱油饼,,HOUSE SPECIALS,Dough Zone Menu (Cupertino),HOUSE SPECIALS,4.15,0.00,4.15,1.0,0.38000000,false,false,false,Tax Not Included,No Effect,
Cupertino,600000034641416210,4,1/14/25 11:45 AM,1/14/25 11:45 AM,600000034641416160,Default Online Ordering,A2,Dining Room,Lunch,Dine In,600000034641447130,600000027297452336,600000027297452337,,,COMB A,,COMBO,Dough Zone Menu (Cupertino),,16.99,0.00,16.99,1.0,1.55000000,false,false,false,Tax Not Included,No Effect,
