Location,Order Id,Order #,Sent Date,Order Date,Check Id,Server,Table,Dining Area,Service,Dining Option,Item Selection Id,Modifier Id,Master Id,Modifier SKU,Modifier PLU,Modifier,Option Group ID,Option Group Name,Parent Menu Selection Item ID,Parent Menu Selection,Sales Category,Gross Price,Discount,Net Price,Qty,Void?,Void Reason ID,Void Reason
Cupertino,600000034869270904,3,1/21/25 11:17 AM,1/21/25 11:17 AM,600000034869270854,Default Online Ordering,A3,Dining Room,Lunch,Dine In,600000034869263831,600000027297453998,600000027297453999,,,Pork Xiao Long Bao (8) 鲜肉小笼包,600000027297453996,COMB B Options,600000027297453990,COMB B,SOUP DUMPLINGS,0.00,0.00,0.00,1.0,false,,
Cupertino,600000034869270904,3,1/21/25 11:17 AM,1/21/25 11:17 AM,600000034869270854,Default Online Ordering,A3,Dining Room,Lunch,Dine In,600000034869263832,600000033258323865,600000033258323866,,,Pork & Shrimp Pot Stickers 猪锅贴,600000033258320642,COMB B Option,600000027297453990,COMB B,,0.00,0.00,0.00,1.0,false,,
Cupertino,600000034869270904,3,1/21/25 11:17 AM,1/21/25 11:17 AM,600000034869270854,Default Online Ordering,A3,Dining Room,Lunch,Dine In,600000034869263833,600000027297453950,600000027297453951,,,Coke,600000027297454411,Cold Drinks,600000027297453990,COMB B,BEVERAGES,0.00,0.00,0.00,1.0,false,,
Cupertino,600000034869490344,7,1/21/25 11:33 AM,1/21/25 11:33 AM,600000034869490294,Default Online Ordering,,,Lunch,DoorDash - Delivery,600000034869631696,600000027696170226,600000027696170227,,,No Sesame 不要芝麻,600000027696127047,Ingredients 原料,600000010081880028,Dan Dan Noodles Ⓥ🌶️🌶️ 担担面,,0.00,0.00,0.00,1.0,false,,
Cupertino,600000034869612489,9,1/21/25 11:38 AM,1/21/25 11:38 AM,600000034869610040,Default Online Ordering,A6,Dining Room,Lunch,Dine In,600000034869741288,600000030014089445,600000030014089446,,,Pork & Crab Meat Xiao Long Bao (8) 🦐 蟹肉小笼包,600000027297452338,COMB A Options,600000027297452336,COMB A,SOUP DUMPLINGS,0.00,0.00,0.00,1.0,false,,
Cupertino,600000034869612489,9,1/21/25 11:38 AM,1/21/25 11:38 AM,600000034869610040,Default Online Ordering,A6,Dining Room,Lunch,Dine In,600000034869741289,600000033258299949,600000033258302350,,,Dan Dan Noodle 担担面,600000033258296896,COMB A Option,600000027297452336,COMB A,,0.00,0.00,0.00,1.0,false,,
Cupertino,600000034869612489,9,1/21/25 11:38 AM,1/21/25 11:38 AM,600000034869610040,Default Online Ordering,A6,Dining Room,Lunch,Dine In,600000034869741290,600000027297453978,600000027297453979,,,Thai Milk Tea 泰式奶茶,600000027297452348,Cold Drinks,600000027297452336,COMB A,BEVERAGES,0.00,0.00,0.00,1.0,false,,
Cupertino,600000034869612489,9,1/21/25 11:38 AM,1/21/25 11:38 AM,600000034869610040,Default Online Ordering,A6,Dining Room,Lunch,Dine In,600000034869741292,600000027297454432,600000027297454433,,,Pork Xiao Long Bao (8) 鲜肉小笼包,600000027297454430,COMB C Options,600000027297454428,COMB C,SOUP DUMPLINGS,0.00,0.00,0.00,1.0,false,,
Cupertino,600000034869612489,9,1/21/25 11:38 AM,1/21/25 11:38 AM,600000034869610040,Default Online Ordering,A6,Dining Room,Lunch,Dine In,600000034869741293,600000033258343127,600000033258343128,,,Chicken Veggie Wonton w/Chicken Broth  鸡汤大馄饨,600000033258340028,COMB C Option,600000027297454428,COMB C,,0.00,0.00,0.00,1.0,false,,
Cupertino,600000034869612489,9,1/21/25 11:38 AM,1/21/25 11:38 AM,600000034869610040,Default Online Ordering,A6,Dining Room,Lunch,Dine In,600000034869741294,600000027297454443,600000027297454444,,,Thai Milk Tea 泰式奶茶,600000027297454441,Cold Drinks,600000027297454428,COMB C,BEVERAGES,0.00,0.00,0.00,1.0,false,,
Cupertino,600000034870085211,12,1/21/25 11:59 AM,1/21/25 11:55 AM,600000034870085161,Default Online Ordering,A7,Dining Room,Lunch,Dine In,600000034870253422,600000027696413442,600000027696413443,,,Pickled String Bean On Side 酸豇豆分开,600000010081892478,Ingredients 原料,600000010081890982,Minced Chicken Noodles 🌶️ 鸡肉肉燥小面,,0.00,0.00,0.00,1.0,false,,
Cupertino,600000034870968255,19,1/21/25 12:30 PM,1/21/25 12:30 PM,600000034870962856,Default Online Ordering,A1,Dining Room,Lunch,Dine In,600000034870972521,600000030014089445,600000030014089446,,,Pork & Crab Meat Xiao Long Bao (8) 🦐 蟹肉小笼包,600000027297452338,COMB A Options,600000027297452336,COMB A,SOUP DUMPLINGS,0.00,0.00,0.00,1.0,false,,
Cupertino,600000034870968255,19,1/21/25 12:30 PM,1/21/25 12:30 PM,600000034870962856,Default Online Ordering,A1,Dining Room,Lunch,Dine In,600000034870972522,600000033258299949,600000033258302350,,,Dan Dan Noodle 担担面,600000033258296896,COMB A Option,600000027297452336,COMB A,,0.00,0.00,0.00,1.0,false,,
Cupertino,600000034870968255,19,1/21/25 12:30 PM,1/21/25 12:30 PM,600000034870962856,Default Online Ordering,A1,Dining Room,Lunch,Dine In,600000034870972523,600000027297453970,600000027297453971,,,Milk Tea 冰奶茶,600000027297452348,Cold Drinks,600000027297452336,COMB A,BEVERAGES,0.00,0.00,0.00,1.0,false,,
Cupertino,600000034871779835,26,1/21/25 1:18 PM,1/21/25 1:18 PM,600000034871779785,Default Online Ordering,A5,Dining Room,Lunch,Dine In,600000034871978622,600000030014214817,600000030014214818,,,Pork & Crab Meat Xiao Long Bao (8) 🦐 蟹肉小笼包,600000027297454430,COMB C Options,600000027297454428,COMB C,SOUP DUMPLINGS,0.00,0.00,0.00,1.0,false,,
Cupertino,600000034871779835,26,1/21/25 1:18 PM,1/21/25 1:18 PM,600000034871779785,Default Online Ordering,A5,Dining Room,Lunch,Dine In,600000034871978623,600000033258343127,600000033258343128,,,Chicken Veggie Wonton w/Chicken Broth  鸡汤大馄饨,600000033258340028,COMB C Option,600000027297454428,COMB C,,0.00,0.00,0.00,1.0,false,,
Cupertino,600000034871779835,26,1/21/25 1:18 PM,1/21/25 1:18 PM,600000034871779785,Default Online Ordering,A5,Dining Room,Lunch,Dine In,600000034871978624,600000027297453974,600000027297453975,,,Sour Plum Juice 酸梅汁,600000027297454441,Cold Drinks,600000027297454428,COMB C,BEVERAGES,0.00,0.00,0.00,1.0,false,,
Cupertino,600000034871779835,26,1/21/25 1:18 PM,1/21/25 1:18 PM,600000034871779785,Default Online Ordering,A5,Dining Room,Lunch,Dine In,600000034871978626,600000027297454432,600000027297454433,,,Pork Xiao Long Bao (8) 鲜肉小笼包,600000027297454430,COMB C Options,600000027297454428,COMB C,SOUP DUMPLINGS,0.00,0.00,0.00,1.0,false,,
