Location,Order Id,Order #,Sent Date,Order Date,Check Id,Server,Table,Dining Area,Service,Dining Option,Item Selection Id,Modifier Id,Master Id,Modifier SKU,Modifier PLU,Modifier,Option Group ID,Option Group Name,Parent Menu Selection Item ID,Parent Menu Selection,Sales Category,Gross Price,Discount,Net Price,Qty,Void?,Void Reason ID,Void Reason
Cupertino,600000034724507913,11,1/17/25 11:55 AM,1/17/25 11:55 AM,600000034724505114,Default Online Ordering,A1,Dining Room,Lunch,Dine In,600000034724573134,600000027695817041,600000027695817042,,,No Chili Oil 不要红油,600000027695801376,Sauce 酱汁,600000010081905403,Sweet & Sour Cucumber Ⓥ 🌶️ 甜辣小黄瓜,,0.00,0.00,0.00,1.0,false,,
Cupertino,600000034724785323,13,1/17/25 12:05 PM,1/17/25 12:05 PM,600000034724785273,Default Online Ordering,,,Lunch,DoorDash - Delivery,600000034724959662,600000027696485469,600000027696485470,,,No Green Onion 不要葱花,600000010081895394,Ingredients 原料,600000010081895356,Beef-Stew Noodle Soup 🌶️ 秘制牛肉汤面,,0.00,0.00,0.00,1.0,false,,
Cupertino,600000034725216545,18,1/17/25 12:21 PM,1/17/25 12:21 PM,600000034725189999,Default Online Ordering,B1,Dining Room,Lunch,Dine In,600000034725442946,600000027297452340,600000027297452341,,,Pork Xiao Long Bao (8) 鲜肉小笼包,600000027297452338,COMB A Options,600000027297452336,COMB A,SOUP DUMPLINGS,0.00,0.00,0.00,1.0,false,,
Cupertino,600000034725216545,18,1/17/25 12:21 PM,1/17/25 12:21 PM,600000034725189999,Default Online Ordering,B1,Dining Room,Lunch,Dine In,600000034725442947,600000033258299949,600000033258302350,,,Dan Dan Noodle 担担面,600000033258296896,COMB A Option,600000027297452336,COMB A,,0.00,0.00,0.00,1.0,false,,
Cupertino,600000034725216545,18,1/17/25 12:21 PM,1/17/25 12:21 PM,600000034725189999,Default Online Ordering,B1,Dining Room,Lunch,Dine In,600000034725442948,600000027297453974,600000027297453975,,,Sour Plum Juice 酸梅汁,600000027297452348,Cold Drinks,600000027297452336,COMB A,BEVERAGES,0.00,0.00,0.00,1.0,false,,
Cupertino,600000034725216545,18,1/17/25 12:21 PM,1/17/25 12:21 PM,600000034725189999,Default Online Ordering,B1,Dining Room,Lunch,Dine In,600000034725534350,600000027297452340,600000027297452341,,,Pork Xiao Long Bao (8) 鲜肉小笼包,600000027297452338,COMB A Options,600000027297452336,COMB A,SOUP DUMPLINGS,0.00,0.00,0.00,1.0,false,,
Cupertino,600000034725216545,18,1/17/25 12:21 PM,1/17/25 12:21 PM,600000034725189999,Default Online Ordering,B1,Dining Room,Lunch,Dine In,600000034725534351,600000033258299949,600000033258302350,,,Dan Dan Noodle 担担面,600000033258296896,COMB A Option,600000027297452336,COMB A,,0.00,0.00,0.00,1.0,false,,
Cupertino,600000034725216545,18,1/17/25 12:21 PM,1/17/25 12:21 PM,600000034725189999,Default Online Ordering,B1,Dining Room,Lunch,Dine In,600000034725534352,600000027297453986,600000027297453987,,,Passion Fruit Green Tea 百香果绿茶,600000027297452348,Cold Drinks,600000027297452336,COMB A,BEVERAGES,0.00,0.00,0.00,1.0,false,,
Cupertino,600000034725797399,21,1/17/25 12:38 PM,1/17/25 12:38 PM,600000034726132300,Default Online Ordering,,,Lunch,DoorDash - Delivery,600000034726063097,,,,,Include plasticware,,,600000010081883486,Green Onion Soy Sauce Noodles Ⓥ 葱油拌面,,0.00,0.00,0.00,2.0,false,,
Cupertino,600000034726372340,24,1/17/25 12:54 PM,1/17/25 12:54 PM,600000034726347743,Default Online Ordering,,,Lunch,DoorDash - Delivery,600000034726685750,600000027695709855,600000027695709856,,,No Green Onion 不要葱花,600000027695692468,Ingredients 原料,600000010081857563,Pork Wontons in Chili Sauce (6) 🌶️ 红油猪肉抄手,,0.00,0.00,0.00,1.0,false,,
