Location,Order Id,Order #,Sent Date,Order Date,Check Id,Server,Table,Dining Area,Service,Dining Option,Item Selection Id,Modifier Id,Master Id,Modifier SKU,Modifier PLU,Modifier,Option Group ID,Option Group Name,Parent Menu Selection Item ID,Parent Menu Selection,Sales Category,Gross Price,Discount,Net Price,Qty,Void?,Void Reason ID,Void Reason
Cupertino,600000034766608963,1,1/18/25 11:00 AM,1/18/25 11:00 AM,600000034766608913,Default Online Ordering,,,Lunch,DoorDash - Delivery,600000034766717478,,,,,Include plasticware,,,600000010081840858,Steamed Pork Buns (4) 特色鲜肉蒸包,,0.00,0.00,0.00,1.0,false,,
Cupertino,600000034766608963,1,1/18/25 11:00 AM,1/18/25 11:00 AM,600000034766608913,Default Online Ordering,,,Lunch,DoorDash - Delivery,600000034766717480,,,,,Include plasticware,,,600000010081839187,Pan Fried Pork Buns (4) 特色鲜肉煎包,,0.00,0.00,0.00,1.0,false,,
Cupertino,600000034770007965,13,1/18/25 12:03 PM,1/18/25 12:03 PM,600000034770002267,Default Online Ordering,,,Lunch,DoorDash - Takeout,600000034770065740,,,,,Include plasticware,,,600000010081823847,Green Onion Pancake (1) Ⓥ 葱油饼,,0.00,0.00,0.00,1.0,false,,
Cupertino,600000034770007965,13,1/18/25 12:03 PM,1/18/25 12:03 PM,600000034770002267,Default Online Ordering,,,Lunch,DoorDash - Takeout,600000034770065742,,,,,Include plasticware,,,600000010081905403,Sweet & Sour Cucumber Ⓥ 🌶️ 甜辣小黄瓜,,0.00,0.00,0.00,1.0,false,,
Cupertino,600000034770007965,13,1/18/25 12:03 PM,1/18/25 12:03 PM,600000034770002267,Default Online Ordering,,,Lunch,DoorDash - Takeout,600000034770065744,,,,,Include plasticware,,,600000010081846333,Pork & Shrimp Potstickers (6) 🦐 猪肉三鲜锅贴,,0.00,0.00,0.00,1.0,false,,
Cupertino,600000034770007965,13,1/18/25 12:03 PM,1/18/25 12:03 PM,600000034770002267,Default Online Ordering,,,Lunch,DoorDash - Takeout,600000034770065746,,,,,Include plasticware,,,600000010081845158,Chicken Potstickers (6) 鸡肉锅贴,,0.00,0.00,0.00,2.0,false,,
Cupertino,600000034770007965,13,1/18/25 12:03 PM,1/18/25 12:03 PM,600000034770002267,Default Online Ordering,,,Lunch,DoorDash - Takeout,600000034770065748,,,,,Include plasticware,,,600000010081880028,Dan Dan Noodles Ⓥ🌶️🌶️ 担担面,,0.00,0.00,0.00,2.0,false,,
Cupertino,600000034770007965,13,1/18/25 12:03 PM,1/18/25 12:03 PM,600000034770002267,Default Online Ordering,,,Lunch,DoorDash - Takeout,600000034770161500,,,,,Include plasticware,,,600000010081839187,Pan Fried Pork Buns (4) 特色鲜肉煎包,,0.00,0.00,0.00,2.0,false,,
Cupertino,600000034770655134,15,1/18/25 12:17 PM,1/18/25 12:13 PM,600000034770655133,zhengyu chen,A5,Dining Room,Lunch,Dine In,600000034770882061,600000027695817041,600000027695817042,,,No Chili Oil 不要红油,600000027695801376,Sauce 酱汁,600000010081905403,Sweet & Sour Cucumber Ⓥ 🌶️ 甜辣小黄瓜,,0.00,0.00,0.00,1.0,false,,
Cupertino,600000034771286866,19,1/18/25 12:27 PM,1/18/25 12:27 PM,600000034771237918,Default Online Ordering,A6,Dining Room,Lunch,Dine In,600000034771385528,600000027696251284,600000027696251285,,,No Green Onion 不要葱花,600000010081883484,Ingredients 原料,600000010081883486,Green Onion Soy Sauce Noodles Ⓥ 葱油拌面,,0.00,0.00,0.00,1.0,false,,
Cupertino,600000034771487222,23,1/18/25 12:34 PM,1/18/25 12:34 PM,600000034771481974,Default Online Ordering,B2,Dining Room,Lunch,Dine In,600000034771733558,,,,,For David Tang.,,,600000010081837613,Chicken Xiao Long Bao (8) 鸡肉小笼包,,0.00,0.00,0.00,1.0,false,,
Cupertino,600000034771487222,23,1/18/25 12:34 PM,1/18/25 12:34 PM,600000034771481974,Default Online Ordering,B2,Dining Room,Lunch,Dine In,600000034771733560,,,,,For David Tang.,,,600000010081895356,Beef-Stew Noodle Soup 🌶️ 秘制牛肉汤面,,0.00,0.00,0.00,1.0,false,,
Cupertino,600000034771487222,23,1/18/25 12:34 PM,1/18/25 12:34 PM,600000034771481974,Default Online Ordering,B2,Dining Room,Lunch,Dine In,600000034771733562,,,,,For Janakitti Ratana.,,,600000010081880028,Dan Dan Noodles Ⓥ🌶️🌶️ 担担面,,0.00,0.00,0.00,1.0,false,,
Cupertino,600000034771487222,23,1/18/25 12:34 PM,1/18/25 12:34 PM,600000034771481974,Default Online Ordering,B2,Dining Room,Lunch,Dine In,600000034771733564,,,,,For Janakitti Ratana.,,,600000010081849365,Pan Fried Wontons with Chili Sauce (6) 红油香煎大馄饨,,0.00,0.00,0.00,1.0,false,,
Cupertino,600000034771487222,23,1/18/25 12:34 PM,1/18/25 12:34 PM,600000034771481974,Default Online Ordering,B2,Dining Room,Lunch,Dine In,600000034771733566,,,,,For Janakitti Ratana.,,,600000010081823847,Green Onion Pancake (1) Ⓥ 葱油饼,,0.00,0.00,0.00,1.0,false,,
Cupertino,600000034771487222,23,1/18/25 12:34 PM,1/18/25 12:34 PM,600000034771481974,Default Online Ordering,B2,Dining Room,Lunch,Dine In,600000034771733568,,,,,For Maya H.,,,600000010081880028,Dan Dan Noodles Ⓥ🌶️🌶️ 担担面,,0.00,0.00,0.00,1.0,false,,
