Location,Order Id,Order #,Sent Date,Order Date,Check Id,Server,Table,Dining Area,Service,Dining Option,Item Selection Id,Modifier Id,Master Id,Modifier SKU,Modifier PLU,Modifier,Option Group ID,Option Group Name,Parent Menu Selection Item ID,Parent Menu Selection,Sales Category,Gross Price,Discount,Net Price,Qty,Void?,Void Reason ID,Void Reason
Cupertino,600000035085980124,3,1/28/25 11:28 AM,1/28/25 11:28 AM,600000035085980074,Default Online Ordering,,,Lunch,DoorDash - Delivery,600000035086077510,,,,,Include plasticware,,,600000010081902105,Kale Salad with Sweet & Spicy Garlic Dressing Ⓥ 🌶️ 甜辣羽衣甘蓝沙拉,,0.00,0.00,0.00,1.0,false,,
Cupertino,600000035085980124,3,1/28/25 11:28 AM,1/28/25 11:28 AM,600000035085980074,Default Online Ordering,,,Lunch,DoorDash - Delivery,600000035086077512,,,,,Include plasticware,,,600000010081840858,Steamed Pork Buns (4) 特色鲜肉蒸包,,0.00,0.00,0.00,1.0,false,,
Cupertino,600000035086529237,6,1/28/25 11:50 AM,1/28/25 11:50 AM,600000035086529187,Default Online Ordering,A5,Dining Room,Lunch,Dine In,600000035086657437,600000030014106049,600000030014107000,,,Chicken Xiao Long Bao (8) 鸡肉小笼包,600000027297452338,COMB A Options,600000027297452336,COMB A,SOUP DUMPLINGS,0.00,0.00,0.00,1.0,false,,
Cupertino,600000035086529237,6,1/28/25 11:50 AM,1/28/25 11:50 AM,600000035086529187,Default Online Ordering,A5,Dining Room,Lunch,Dine In,600000035086657438,600000033258299949,600000033258302350,,,Dan Dan Noodle 担担面,600000033258296896,COMB A Option,600000027297452336,COMB A,,0.00,0.00,0.00,1.0,false,,
Cupertino,600000035086529237,6,1/28/25 11:50 AM,1/28/25 11:50 AM,600000035086529187,Default Online Ordering,A5,Dining Room,Lunch,Dine In,600000035086657439,600000027297453958,600000027297453959,,,Sprite,600000027297452348,Cold Drinks,600000027297452336,COMB A,BEVERAGES,0.00,0.00,0.00,1.0,false,,
Cupertino,600000035086529237,6,1/28/25 11:51 AM,1/28/25 11:50 AM,600000035086529187,Default Online Ordering,A5,Dining Room,Lunch,Dine In,600000035086708215,600000027297452340,600000027297452341,,,Pork Xiao Long Bao (8) 鲜肉小笼包,600000027297452338,COMB A Options,600000027297452336,COMB A,SOUP DUMPLINGS,0.00,0.00,0.00,1.0,false,,
Cupertino,600000035086529237,6,1/28/25 11:51 AM,1/28/25 11:50 AM,600000035086529187,Default Online Ordering,A5,Dining Room,Lunch,Dine In,600000035086708216,600000033258299949,600000033258302350,,,Dan Dan Noodle 担担面,600000033258296896,COMB A Option,600000027297452336,COMB A,,0.00,0.00,0.00,1.0,false,,
Cupertino,600000035086529237,6,1/28/25 11:51 AM,1/28/25 11:50 AM,600000035086529187,Default Online Ordering,A5,Dining Room,Lunch,Dine In,600000035086708217,600000027297453958,600000027297453959,,,Sprite,600000027297452348,Cold Drinks,600000027297452336,COMB A,BEVERAGES,0.00,0.00,0.00,1.0,false,,
Cupertino,600000035086529237,6,1/28/25 11:52 AM,1/28/25 11:50 AM,600000035086529187,Default Online Ordering,A5,Dining Room,Lunch,Dine In,600000035086724653,600000030014171193,600000030014171194,,,Chicken Xiao Long Bao (8) 鸡肉小笼包,600000027297453996,COMB B Options,600000027297453990,COMB B,SOUP DUMPLINGS,0.00,0.00,0.00,1.0,false,,
Cupertino,600000035086529237,6,1/28/25 11:52 AM,1/28/25 11:50 AM,600000035086529187,Default Online Ordering,A5,Dining Room,Lunch,Dine In,600000035086724654,600000033258323865,600000033258323866,,,Pork & Shrimp Pot Stickers 猪锅贴,600000033258320642,COMB B Option,600000027297453990,COMB B,,0.00,0.00,0.00,1.0,false,,
Cupertino,600000035086529237,6,1/28/25 11:52 AM,1/28/25 11:50 AM,600000035086529187,Default Online Ordering,A5,Dining Room,Lunch,Dine In,600000035086724655,600000027297453954,600000027297453955,,,Diet Coke,600000027297454411,Cold Drinks,600000027297453990,COMB B,BEVERAGES,0.00,0.00,0.00,1.0,false,,
Cupertino,600000035086529237,6,1/28/25 11:52 AM,1/28/25 11:50 AM,600000035086529187,Default Online Ordering,A5,Dining Room,Lunch,Dine In,600000035086724657,600000030014171193,600000030014171194,,,Chicken Xiao Long Bao (8) 鸡肉小笼包,600000027297453996,COMB B Options,600000027297453990,COMB B,SOUP DUMPLINGS,0.00,0.00,0.00,1.0,false,,
Cupertino,600000035086529237,6,1/28/25 11:52 AM,1/28/25 11:50 AM,600000035086529187,Default Online Ordering,A5,Dining Room,Lunch,Dine In,600000035086724658,600000033258323865,600000033258323866,,,Pork & Shrimp Pot Stickers 猪锅贴,600000033258320642,COMB B Option,600000027297453990,COMB B,,0.00,0.00,0.00,1.0,false,,
Cupertino,600000035086529237,6,1/28/25 11:52 AM,1/28/25 11:50 AM,600000035086529187,Default Online Ordering,A5,Dining Room,Lunch,Dine In,600000035086724659,600000027297454414,600000027297454415,,,Thai Milk Tea 泰式奶茶,600000027297454411,Cold Drinks,600000027297453990,COMB B,BEVERAGES,0.00,0.00,0.00,1.0,false,,
Cupertino,600000035086987054,12,1/28/25 12:03 PM,1/28/25 12:03 PM,600000035086987004,Default Online Ordering,,,Lunch,DoorDash - Delivery,600000035086986564,,,,,Include plasticware,,,600000010081832227,Pan Fried Chive Dumplings (3) 韭菜盒子,,0.00,0.00,0.00,1.0,false,,
Cupertino,600000035086987054,12,1/28/25 12:03 PM,1/28/25 12:03 PM,600000035086987004,Default Online Ordering,,,Lunch,DoorDash - Delivery,600000035086986566,,,,,Include plasticware,,,600000010081864086,Chicken Steamed Dumplings (6) 鸡肉蒸饺,,0.00,0.00,0.00,1.0,false,,
Cupertino,600000035086987054,12,1/28/25 12:03 PM,1/28/25 12:03 PM,600000035086987004,Default Online Ordering,,,Lunch,DoorDash - Delivery,600000035086986568,,,,,Include plasticware,,,600000010081854624,Chicken & Vegetable Wontons in Hot & Sour Sauce (6) 🌶️ 酸辣菜肉大馄饨,,0.00,0.00,0.00,1.0,false,,
Cupertino,600000035086987054,12,1/28/25 12:03 PM,1/28/25 12:03 PM,600000035086987004,Default Online Ordering,,,Lunch,DoorDash - Delivery,600000035086986570,,,,,Include plasticware,,,600000010081888887,Vegetarian Spicy (Ma La) Noodles Ⓥ 🌶️🌶️ 素麻辣小面,,0.00,0.00,0.00,1.0,false,,
Cupertino,600000035086987054,12,1/28/25 12:03 PM,1/28/25 12:03 PM,600000035086987004,Default Online Ordering,,,Lunch,DoorDash - Delivery,600000035086986572,,,,,Include plasticware,,,600000010081837613,Chicken Xiao Long Bao (8) 鸡肉小笼包,,0.00,0.00,0.00,1.0,false,,
Cupertino,600000035086433241,13,1/28/25 12:03 PM,1/28/25 12:03 PM,600000035086433141,Default Online Ordering,A6,Dining Room,Lunch,Dine In,600000035087002613,600000030014106049,600000030014107000,,,Chicken Xiao Long Bao (8) 鸡肉小笼包,600000027297452338,COMB A Options,600000027297452336,COMB A,SOUP DUMPLINGS,0.00,0.00,0.00,1.0,false,,
Cupertino,600000035086433241,13,1/28/25 12:03 PM,1/28/25 12:03 PM,600000035086433141,Default Online Ordering,A6,Dining Room,Lunch,Dine In,600000035087002614,600000033258299949,600000033258302350,,,Dan Dan Noodle 担担面,600000033258296896,COMB A Option,600000027297452336,COMB A,,0.00,0.00,0.00,1.0,false,,
