Location,Order Id,Order #,Sent Date,Order Date,Check Id,Server,Table,Dining Area,Service,Dining Option,Item Selection Id,Modifier Id,Master Id,Modifier SKU,Modifier PLU,Modifier,Option Group ID,Option Group Name,Parent Menu Selection Item ID,Parent Menu Selection,Sales Category,Gross Price,Discount,Net Price,Qty,Void?,Void Reason ID,Void Reason
Cupertino,600000034844976787,5,1/20/25 11:07 AM,1/20/25 11:07 AM,600000034844972488,Default Online Ordering,,,Lunch,DoorDash - Delivery,600000034845160224,600000027696170230,600000027696170231,,,No Green Onion 不要葱花,600000027696127047,Ingredients 原料,600000010081880028,Dan Dan Noodles Ⓥ🌶️🌶️ 担担面,,0.00,0.00,0.00,1.0,false,,
Cupertino,600000034844976787,5,1/20/25 11:07 AM,1/20/25 11:07 AM,600000034844972488,Default Online Ordering,,,Lunch,DoorDash - Delivery,600000034845160225,600000027696170234,600000027696170235,,,No Yibin Sprouts 不要宜宾芽菜,600000027696127047,Ingredients 原料,600000010081880028,Dan Dan Noodles Ⓥ🌶️🌶️ 担担面,,0.00,0.00,0.00,1.0,false,,
Cupertino,600000034845845862,9,1/20/25 11:29 AM,1/20/25 11:29 AM,600000034845845812,Default Online Ordering,,,Lunch,DoorDash - Delivery,600000034845931019,,,,,Include plasticware,,,600000010081823847,Green Onion Pancake (1) Ⓥ 葱油饼,,0.00,0.00,0.00,2.0,false,,
Cupertino,600000034845845862,9,1/20/25 11:29 AM,1/20/25 11:29 AM,600000034845845812,Default Online Ordering,,,Lunch,DoorDash - Delivery,600000034845931021,,,,,Include plasticware,,,600000010081832227,Pan Fried Chive Dumplings (3) 韭菜盒子,,0.00,0.00,0.00,2.0,false,,
Cupertino,600000034845845862,9,1/20/25 11:29 AM,1/20/25 11:29 AM,600000034845845812,Default Online Ordering,,,Lunch,DoorDash - Delivery,600000034845931023,,,,,Include plasticware,,,600000010081905403,Sweet & Sour Cucumber Ⓥ 🌶️ 甜辣小黄瓜,,0.00,0.00,0.00,1.0,false,,
Cupertino,600000034845845862,9,1/20/25 11:29 AM,1/20/25 11:29 AM,600000034845845812,Default Online Ordering,,,Lunch,DoorDash - Delivery,600000034845931025,,,,,Include plasticware,,,600000010081846333,Pork & Shrimp Potstickers (6) 🦐 猪肉三鲜锅贴,,0.00,0.00,0.00,1.0,false,,
Cupertino,600000034845845862,9,1/20/25 11:29 AM,1/20/25 11:29 AM,600000034845845812,Default Online Ordering,,,Lunch,DoorDash - Delivery,600000034845931027,,,,,Include plasticware,,,600000010081880028,Dan Dan Noodles Ⓥ🌶️🌶️ 担担面,,0.00,0.00,0.00,1.0,false,,
Cupertino,600000034845845862,9,1/20/25 11:29 AM,1/20/25 11:29 AM,600000034845845812,Default Online Ordering,,,Lunch,DoorDash - Delivery,600000034845931029,600000027692730517,600000027692730518,,,No Green Onion 不要葱花,600000027692581800,Ingredients 原料,600000010081839187,Pan Fried Pork Buns (4) 特色鲜肉煎包,,0.00,0.00,0.00,1.0,false,,
Cupertino,600000034845845862,9,1/20/25 11:29 AM,1/20/25 11:29 AM,600000034845845812,Default Online Ordering,,,Lunch,DoorDash - Delivery,600000034845931030,600000027692730521,600000027692730522,,,No Sesame 不要芝麻,600000027692581800,Ingredients 原料,600000010081839187,Pan Fried Pork Buns (4) 特色鲜肉煎包,,0.00,0.00,0.00,1.0,false,,
Cupertino,600000034845845862,9,1/20/25 11:29 AM,1/20/25 11:29 AM,600000034845845812,Default Online Ordering,,,Lunch,DoorDash - Delivery,600000034845931031,,,,,Include plasticware,,,600000010081839187,Pan Fried Pork Buns (4) 特色鲜肉煎包,,0.00,0.00,0.00,1.0,false,,
Cupertino,600000034845845862,9,1/20/25 11:29 AM,1/20/25 11:29 AM,600000034845845812,Default Online Ordering,,,Lunch,DoorDash - Delivery,600000034845931033,,,,,Include plasticware,,,600000010081837613,Chicken Xiao Long Bao (8) 鸡肉小笼包,,0.00,0.00,0.00,4.0,false,,
Cupertino,600000034846244923,10,1/20/25 11:38 AM,1/20/25 11:37 AM,600000034846244920,Yafang Chen,B4,Dining Room,Lunch,Dine In,600000034846244910,,,,,To Go,,,600000010081840858,Steamed Pork Buns (4) 特色鲜肉蒸包,,0.00,0.00,0.00,1.0,false,,
Cupertino,600000034846244923,10,1/20/25 11:38 AM,1/20/25 11:37 AM,600000034846244920,Yafang Chen,B4,Dining Room,Lunch,Dine In,600000034846244917,,,,,To Go,,,600000010081895356,Beef-Stew Noodle Soup 🌶️ 秘制牛肉汤面,,0.00,0.00,0.00,1.0,false,,
Cupertino,600000034846555539,15,1/20/25 11:54 AM,1/20/25 11:54 AM,600000034846553940,Default Online Ordering,A5,Dining Room,Lunch,Dine In,600000034846788414,,,,,For Minhan Cao.,,,600000010081905403,Sweet & Sour Cucumber Ⓥ 🌶️ 甜辣小黄瓜,,0.00,0.00,0.00,1.0,false,,
Cupertino,600000034846555539,15,1/20/25 11:54 AM,1/20/25 11:54 AM,600000034846553940,Default Online Ordering,A5,Dining Room,Lunch,Dine In,600000034846788416,,,,,For Minhan Cao.,,,600000010081835786,Pork & Crab Meat Xiao Long Bao (8) 🦐 蟹肉小笼包,,0.00,0.00,0.00,1.0,false,,
Cupertino,600000034846555539,15,1/20/25 11:54 AM,1/20/25 11:54 AM,600000034846553940,Default Online Ordering,A5,Dining Room,Lunch,Dine In,600000034846788418,,,,,For Minhan Cao.,,,600000010081849365,Pan Fried Wontons with Chili Sauce (6) 红油香煎大馄饨,,0.00,0.00,0.00,1.0,false,,
Cupertino,600000034846555539,15,1/20/25 11:54 AM,1/20/25 11:54 AM,600000034846553940,Default Online Ordering,A5,Dining Room,Lunch,Dine In,600000034846788420,,,,,For Minhan Cao.,,,600000010081839187,Pan Fried Pork Buns (4) 特色鲜肉煎包,,0.00,0.00,0.00,1.0,false,,
Cupertino,600000034846555539,15,1/20/25 11:54 AM,1/20/25 11:54 AM,600000034846553940,Default Online Ordering,A5,Dining Room,Lunch,Dine In,600000034846788422,,,,,For Minhan Cao.,,,600000010081895396,Zha Jiang Mian 京味炸酱面,,0.00,0.00,0.00,1.0,false,,
Cupertino,600000034846773812,18,1/20/25 11:56 AM,1/20/25 11:56 AM,600000034846773762,Default Online Ordering,,,Lunch,DoorDash - Delivery,600000034846838614,600000027695948679,600000027695948680,,,Sauce On Side 酱汁分开,600000027695937344,Sauce 酱汁,600000010081902976,Romaine Lettuce Salad with Sesame Dressing Ⓥ 麻酱生菜沙拉,,0.00,0.00,0.00,2.0,false,,
Cupertino,600000034846885633,22,1/20/25 12:04 PM,1/20/25 12:04 PM,600000034846871585,Default Online Ordering,B8,Dining Room,Lunch,Dine In,600000034847051998,600000027695721240,600000027695721241,,,Sauce On Side 酱汁分开,600000027695692470,Sauce 酱汁,600000010081857563,Pork Wontons in Chili Sauce (6) 🌶️ 红油猪肉抄手,,0.00,0.00,0.00,1.0,false,,
Cupertino,600000034847684604,32,1/20/25 12:21 PM,1/20/25 12:21 PM,600000034847684554,Default Online Ordering,B3,Dining Room,Lunch,Dine In,600000034847714801,600000027692730517,600000027692730518,,,No Green Onion 不要葱花,600000027692581800,Ingredients 原料,600000010081839187,Pan Fried Pork Buns (4) 特色鲜肉煎包,,0.00,0.00,0.00,1.0,false,,
Cupertino,600000034847637164,31,1/20/25 12:44 PM,1/20/25 12:21 PM,600000034847637114,Default Online Ordering,D1,Dining Room,Lunch,Dine In,600000034848433879,,,,,For Joanna Wang.,,,600000010081857563,Pork Wontons in Chili Sauce (6) 🌶️ 红油猪肉抄手,,0.00,0.00,0.00,1.0,false,,
Cupertino,600000034848507091,51,1/20/25 12:53 PM,1/20/25 12:53 PM,600000034848462544,Default Online Ordering,C1,Dining Room,Lunch,Dine In,600000034848743481,,,,,For Beth Hightower.,,,600000024922278411,Ube Milk Tea (Cold) 紫薯奶茶 (冷),,0.00,0.00,0.00,1.0,false,,
Cupertino,600000034848507091,51,1/20/25 12:53 PM,1/20/25 12:53 PM,600000034848462544,Default Online Ordering,C1,Dining Room,Lunch,Dine In,600000034848743483,,,,,For Beth Hightower.,,,600000010081907948,Banana Naan Bread (1) Ⓥ 香蕉飞饼,,0.00,0.00,0.00,1.0,false,,
