Location,Order Id,Order #,Sent Date,Order Date,Check Id,Server,Table,Dining Area,Service,Dining Option,Item Selection Id,Modifier Id,Master Id,Modifier SKU,Modifier PLU,Modifier,Option Group ID,Option Group Name,Parent Menu Selection Item ID,Parent Menu Selection,Sales Category,Gross Price,Discount,Net Price,Qty,Void?,Void Reason ID,Void Reason
Cupertino,600000035319193472,6,2/4/25 11:19 AM,2/4/25 11:19 AM,600000035319193422,Default Online Ordering,B7,Dining Room,Lunch,Dine In,600000035319299781,600000027297453998,600000027297453999,,,Pork Xiao Long Bao (8) 鲜肉小笼包,600000027297453996,COMB B Options,600000027297453990,COMB B,SOUP DUMPLINGS,0.00,0.00,0.00,1.0,false,,
Cupertino,600000035319193472,6,2/4/25 11:19 AM,2/4/25 11:19 AM,600000035319193422,Default Online Ordering,B7,Dining Room,Lunch,Dine In,600000035319299782,600000033258323865,600000033258323866,,,Pork & Shrimp Pot Stickers 猪锅贴,600000033258320642,COMB B Option,600000027297453990,COMB B,,0.00,0.00,0.00,1.0,false,,
Cupertino,600000035319193472,6,2/4/25 11:19 AM,2/4/25 11:19 AM,600000035319193422,Default Online Ordering,B7,Dining Room,Lunch,Dine In,600000035319299783,600000027297453950,600000027297453951,,,Coke,600000027297454411,Cold Drinks,600000027297453990,COMB B,BEVERAGES,0.00,0.00,0.00,1.0,false,,
Cupertino,600000035319306784,8,2/4/25 11:25 AM,2/4/25 11:25 AM,600000035319306734,Default Online Ordering,,,Lunch,DoorDash - Takeout,600000035319469190,,,,,Include plasticware,,,600000010081845158,Chicken Potstickers (6) 鸡肉锅贴,,0.00,0.00,0.00,1.0,false,,
Cupertino,600000035319306784,8,2/4/25 11:25 AM,2/4/25 11:25 AM,600000035319306734,Default Online Ordering,,,Lunch,DoorDash - Takeout,600000035319469192,,,,,Include plasticware,,,600000010081905431,Pork Wontons in Chicken Soup 鸡汤小馄饨,,0.00,0.00,0.00,1.0,false,,
Cupertino,600000035319306784,8,2/4/25 11:25 AM,2/4/25 11:25 AM,600000035319306734,Default Online Ordering,,,Lunch,DoorDash - Takeout,600000035319469194,,,,,Include plasticware,,,600000010081892480,Beef-Stew Noodles 🌶️ 秘制牛肉小面,,0.00,0.00,0.00,2.0,false,,
Cupertino,600000035319646570,10,2/4/25 11:35 AM,2/4/25 11:35 AM,600000035319645371,Default Online Ordering,,,Lunch,DoorDash - Delivery,600000035319732996,600000027696413434,600000027696413435,,,No Green Onion 不要葱花,600000010081892478,Ingredients 原料,600000010081890982,Minced Chicken Noodles 🌶️ 鸡肉肉燥小面,,0.00,0.00,0.00,1.0,false,,
Cupertino,600000035320440932,18,2/4/25 12:07 PM,2/4/25 12:07 PM,600000035320440882,Default Online Ordering,A1,Dining Room,Lunch,Dine In,600000035320593510,600000030014089445,600000030014089446,,,Pork & Crab Meat Xiao Long Bao (8) 🦐 蟹肉小笼包,600000027297452338,COMB A Options,600000027297452336,COMB A,SOUP DUMPLINGS,0.00,0.00,0.00,1.0,false,,
Cupertino,600000035320440932,18,2/4/25 12:07 PM,2/4/25 12:07 PM,600000035320440882,Default Online Ordering,A1,Dining Room,Lunch,Dine In,600000035320593511,600000033258299949,600000033258302350,,,Dan Dan Noodle 担担面,600000033258296896,COMB A Option,600000027297452336,COMB A,,0.00,0.00,0.00,1.0,false,,
Cupertino,600000035320440932,18,2/4/25 12:07 PM,2/4/25 12:07 PM,600000035320440882,Default Online Ordering,A1,Dining Room,Lunch,Dine In,600000035320593512,600000027297453970,600000027297453971,,,Milk Tea 冰奶茶,600000027297452348,Cold Drinks,600000027297452336,COMB A,BEVERAGES,0.00,0.00,0.00,1.0,false,,
