Location,Order Id,Order #,Sent Date,Order Date,Check Id,Server,Table,Dining Area,Service,Dining Option,Item Selection Id,Item Id,Master Id,SKU,PLU,Menu Item,Menu Subgroup(s),Menu Group,Menu,Sales Category,Gross Price,Discount,Net Price,Qty,Tax,Void?,Deferred,Tax Exempt,Tax Inclusion Option,Dining Option Tax,Tab Name
Cupertino,600000035318682999,1,2/4/25 11:05 AM,2/4/25 11:05 AM,600000035318682949,Default Online Ordering,,,Lunch,DoorDash - Takeout,600000035318852146,600000010081834427,600000010081834426,,,Pork Xiao Long Bao (8) 鲜肉小笼包,,XIAO LONG BAO (SOUP DUMPLINGS),Dough Zone Menu (Cupertino),SOUP DUMPLINGS,19.90,0.00,19.90,2.0,1.82000000,false,false,false,Tax Not Included,No Effect,DD b9849dc5 PickUp-Ashley C
Cupertino,600000035319159363,3,2/4/25 11:16 AM,2/4/25 11:16 AM,600000035319159313,Default Online Ordering,,,Lunch,DoorDash - Delivery,600000035319192388,600000010081859161,600000010081859160,,,Pork Wontons in Hot & Sour Sauce (6) 🌶️ 酸辣猪肉抄手,,WONTONS,Dough Zone Menu (Cupertino),BOILED DUMPLINGS,8.40,0.00,8.40,1.0,0.77000000,false,false,false,Tax Not Included,No Effect,DD 4632c407 Irin G
Cupertino,600000035319159363,3,2/4/25 11:16 AM,2/4/25 11:16 AM,600000035319159313,Default Online Ordering,,,Lunch,DoorDash - Delivery,600000035319192389,600000010081835786,600000010081835785,,,Pork & Crab Meat Xiao Long Bao (8) 🦐 蟹肉小笼包,,XIAO LONG BAO (SOUP DUMPLINGS),Dough Zone Menu (Cupertino),SOUP DUMPLINGS,11.45,0.00,11.45,1.0,1.04000000,false,false,false,Tax Not Included,No Effect,DD 4632c407 Irin G
Cupertino,600000035319223321,2,2/4/25 11:15 AM,2/4/25 11:14 AM,600000035319223320,Chunguang Xia,,,Lunch,Take Out,600000035319223314,600000010081854624,600000010081854623,,,Chicken & Vegetable Wontons in Hot & Sour Sauce (6) 🌶️ 酸辣菜肉大馄饨,,WONTONS,Dough Zone Menu (Cupertino),BOILED DUMPLINGS,7.30,0.00,7.30,1.0,0.67000000,false,false,false,Tax Not Included,No Effect,
Cupertino,600000035319223321,2,2/4/25 11:15 AM,2/4/25 11:14 AM,600000035319223320,Chunguang Xia,,,Lunch,Take Out,600000035319223316,600000010081834427,600000010081834426,,,Pork Xiao Long Bao (8) 鲜肉小笼包,,XIAO LONG BAO (SOUP DUMPLINGS),Dough Zone Menu (Cupertino),SOUP DUMPLINGS,9.95,0.00,9.95,1.0,0.91000000,false,false,false,Tax Not Included,No Effect,
Cupertino,600000035319223321,2,2/4/25 11:15 AM,2/4/25 11:14 AM,600000035319223320,Chunguang Xia,,,Lunch,Take Out,600000035319223318,600000010081835786,600000010081835785,,,Pork & Crab Meat Xiao Long Bao (8) 🦐 蟹肉小笼包,,XIAO LONG BAO (SOUP DUMPLINGS),Dough Zone Menu (Cupertino),SOUP DUMPLINGS,9.95,0.00,9.95,1.0,0.91000000,true,false,false,Tax Not Included,No Effect,
Cupertino,600000035319223321,2,2/4/25 11:16 AM,2/4/25 11:14 AM,600000035319223320,Chunguang Xia,,,Lunch,Take Out,600000035319255650,600000010081837613,600000010081837612,,,Chicken Xiao Long Bao (8) 鸡肉小笼包,,XIAO LONG BAO (SOUP DUMPLINGS),Dough Zone Menu (Cupertino),SOUP DUMPLINGS,9.95,0.00,9.95,1.0,0.91000000,false,false,false,Tax Not Included,No Effect,
Cupertino,600000035318965649,5,2/4/25 11:18 AM,2/4/25 11:18 AM,600000035318965599,Default Online Ordering,B7,Dining Room,Lunch,Dine In,600000035319265584,600000010081823847,600000010081823846,,,Green Onion Pancake (1) Ⓥ 葱油饼,,HOUSE SPECIALS,Dough Zone Menu (Cupertino),HOUSE SPECIALS,4.15,0.00,4.15,1.0,0.38000000,false,false,false,Tax Not Included,No Effect,
Cupertino,600000035318965649,5,2/4/25 11:18 AM,2/4/25 11:18 AM,600000035318965599,Default Online Ordering,B7,Dining Room,Lunch,Dine In,600000035319265585,600000010081862679,600000010081862678,,,Vegetable Steamed Dumplings (6) Ⓥ 素三鲜蒸饺,,DUMPLINGS,Dough Zone Menu (Cupertino),PAN FRIED DUMPLINGS,7.30,0.00,7.30,1.0,0.67000000,false,false,false,Tax Not Included,No Effect,
Cupertino,600000035319193472,6,2/4/25 11:19 AM,2/4/25 11:19 AM,600000035319193422,Default Online Ordering,B7,Dining Room,Lunch,Dine In,600000035319299784,600000027297453990,600000027297453991,,,COMB B,,COMBO,Dough Zone Menu (Cupertino),,16.99,0.00,16.99,1.0,1.55000000,false,false,false,Tax Not Included,No Effect,
