Location,Order Id,Order #,Sent Date,Order Date,Check Id,Server,Table,Dining Area,Service,Dining Option,Item Selection Id,Item Id,Master Id,SKU,PLU,Menu Item,Menu Subgroup(s),Menu Group,Menu,Sales Category,Gross Price,Discount,Net Price,Qty,Tax,Void?,Deferred,Tax Exempt,Tax Inclusion Option,Dining Option Tax,Tab Name
Cupertino,600000034547359356,1,1/11/25 11:00 AM,1/11/25 11:00 AM,600000034547326308,Default Online Ordering,,,Lunch,DoorDash - Delivery,600000034547410525,600000010081890982,600000010081890981,,,Minced Chicken Noodles 🌶️ 鸡肉肉燥小面,,NOODLES,Dough Zone Menu (Cupertino),NOODLES,8.95,0.00,8.95,1.0,0.82000000,false,false,false,Tax Not Included,No Effect,DD ceabfe06 Jenny L
Cupertino,600000034547359356,1,1/11/25 11:00 AM,1/11/25 11:00 AM,600000034547326308,Default Online Ordering,,,Lunch,DoorDash - Delivery,600000034547410526,600000010081883486,600000010081883485,,,Green Onion Soy Sauce Noodles Ⓥ 葱油拌面,,NOODLES,Dough Zone Menu (Cupertino),NOODLES,8.95,0.00,8.95,1.0,0.82000000,false,false,false,Tax Not Included,No Effect,DD ceabfe06 Jenny L
Cupertino,600000034547359356,1,1/11/25 11:00 AM,1/11/25 11:00 AM,600000034547326308,Default Online Ordering,,,Lunch,DoorDash - Delivery,600000034547410527,600000010081895396,600000010081895395,,,Zha Jiang Mian 京味炸酱面,,NOODLES,Dough Zone Menu (Cupertino),NOODLES,8.95,0.00,8.95,1.0,0.81000000,false,false,false,Tax Not Included,No Effect,DD ceabfe06 Jenny L
Cupertino,600000034547359356,1,1/11/25 11:00 AM,1/11/25 11:00 AM,600000034547326308,Default Online Ordering,,,Lunch,DoorDash - Delivery,600000034547410528,600000010081886453,600000010081886452,,,Yibin Noodles Ⓥ 🌶️ 宜宾燃面,,NOODLES,Dough Zone Menu (Cupertino),NOODLES,8.95,0.00,8.95,1.0,0.82000000,false,false,false,Tax Not Included,No Effect,DD ceabfe06 Jenny L
Cupertino,600000034547206932,2,1/11/25 11:03 AM,1/11/25 11:03 AM,600000034547180185,Default Online Ordering,,,Lunch,DoorDash - Delivery,600000034547432415,600000010081865189,600000010081865188,,,Beef Steamed Dumplings (6) 牛肉蒸饺,,DUMPLINGS,Dough Zone Menu (Cupertino),PAN FRIED DUMPLINGS,8.25,0.00,8.25,1.0,0.69000000,false,false,false,Tax Not Included,No Effect,DD c9031616 Yuting W
Cupertino,600000034547206932,2,1/11/25 11:03 AM,1/11/25 11:03 AM,600000034547180185,Default Online Ordering,,,Lunch,DoorDash - Delivery,600000034547432416,600000010081870624,600000010081870623,,,Braised Pig Ears 🌶️ 凉拌猪耳,,APPETIZERS,Dough Zone Menu (Cupertino),APPETIZERS,8.25,0.00,8.25,1.0,0.69000000,false,false,false,Tax Not Included,No Effect,DD c9031616 Yuting W
Cupertino,600000034547206932,2,1/11/25 11:03 AM,1/11/25 11:03 AM,600000034547180185,Default Online Ordering,,,Lunch,DoorDash - Delivery,600000034547432417,600000010081905403,600000010081905400,,,Sweet & Sour Cucumber Ⓥ 🌶️ 甜辣小黄瓜,,VEGETABLES,Dough Zone Menu (Cupertino),VEGETABLES,8.25,0.00,8.25,1.0,0.69000000,false,false,false,Tax Not Included,No Effect,DD c9031616 Yuting W
Cupertino,600000034547206932,2,1/11/25 11:03 AM,1/11/25 11:03 AM,600000034547180185,Default Online Ordering,,,Lunch,DoorDash - Delivery,600000034547432418,600000010081833954,600000010081833953,,,Pan Fried Beef Pies (2) 牛肉馅饼,,HOUSE SPECIALS,Dough Zone Menu (Cupertino),HOUSE SPECIALS,8.25,0.00,8.25,1.0,0.69000000,false,false,false,Tax Not Included,No Effect,DD c9031616 Yuting W
Cupertino,600000034547206932,2,1/11/25 11:03 AM,1/11/25 11:03 AM,600000034547180185,Default Online Ordering,,,Lunch,DoorDash - Delivery,600000034547432419,600000010081905518,600000010081905517,,,Chicken & Vegetable Wontons in Chicken Soup 鸡汤菜肉大馄饨,,WONTONS,Dough Zone Menu (Cupertino),BOILED DUMPLINGS,8.95,0.00,8.95,1.0,0.76000000,false,false,false,Tax Not Included,No Effect,DD c9031616 Yuting W
Cupertino,600000034547206932,2,1/11/25 11:03 AM,1/11/25 11:03 AM,600000034547180185,Default Online Ordering,,,Lunch,DoorDash - Delivery,600000034547432421,600000010081880028,600000010081880027,,,Dan Dan Noodles Ⓥ🌶️🌶️ 担担面,,NOODLES,Dough Zone Menu (Cupertino),NOODLES,8.95,0.00,8.95,1.0,0.75000000,false,false,false,Tax Not Included,No Effect,DD c9031616 Yuting W
Cupertino,600000034547206932,2,1/11/25 11:03 AM,1/11/25 11:03 AM,600000034547180185,Default Online Ordering,,,Lunch,DoorDash - Delivery,600000034547432422,600000010081834427,600000010081834426,,,Pork Xiao Long Bao (8) 鲜肉小笼包,,XIAO LONG BAO (SOUP DUMPLINGS),Dough Zone Menu (Cupertino),SOUP DUMPLINGS,10.65,0.00,10.65,1.0,0.89000000,false,false,false,Tax Not Included,No Effect,DD c9031616 Yuting W
Cupertino,600000034547710708,3,1/11/25 11:08 AM,1/11/25 11:08 AM,600000034547701511,Default Online Ordering,,,Lunch,DoorDash - Takeout,600000034547714431,600000010081823847,600000010081823846,,,Green Onion Pancake (1) Ⓥ 葱油饼,,HOUSE SPECIALS,Dough Zone Menu (Cupertino),HOUSE SPECIALS,3.95,0.00,3.95,1.0,0.36000000,false,false,false,Tax Not Included,No Effect,SF 06143c25 PickUp-KC L
Cupertino,600000034547710708,3,1/11/25 11:08 AM,1/11/25 11:08 AM,600000034547701511,Default Online Ordering,,,Lunch,DoorDash - Takeout,600000034547714433,600000010081888887,600000010081888886,,,Vegetarian Spicy (Ma La) Noodles Ⓥ 🌶️🌶️ 素麻辣小面,,NOODLES,Dough Zone Menu (Cupertino),NOODLES,7.75,0.00,7.75,1.0,0.71000000,false,false,false,Tax Not Included,No Effect,SF 06143c25 PickUp-KC L
Cupertino,600000034547710708,3,1/11/25 11:08 AM,1/11/25 11:08 AM,600000034547701511,Default Online Ordering,,,Lunch,DoorDash - Takeout,600000034547714436,600000010081895356,600000010081895355,,,Beef-Stew Noodle Soup 🌶️ 秘制牛肉汤面,,NOODLES,Dough Zone Menu (Cupertino),NOODLES,9.95,0.00,9.95,1.0,0.91000000,false,false,false,Tax Not Included,No Effect,SF 06143c25 PickUp-KC L
Cupertino,600000034547710708,3,1/11/25 11:08 AM,1/11/25 11:08 AM,600000034547701511,Default Online Ordering,,,Lunch,DoorDash - Takeout,600000034547714438,600000010081834427,600000010081834426,,,Pork Xiao Long Bao (8) 鲜肉小笼包,,XIAO LONG BAO (SOUP DUMPLINGS),Dough Zone Menu (Cupertino),SOUP DUMPLINGS,9.25,0.00,9.25,1.0,0.84000000,false,false,false,Tax Not Included,No Effect,SF 06143c25 PickUp-KC L
Cupertino,600000034547973481,4,1/11/25 11:17 AM,1/11/25 11:17 AM,600000034547961282,Default Online Ordering,,,Lunch,DoorDash - Takeout,600000034548216462,600000010081890982,600000010081890981,,,Minced Chicken Noodles 🌶️ 鸡肉肉燥小面,,NOODLES,Dough Zone Menu (Cupertino),NOODLES,7.75,0.00,7.75,1.0,0.71000000,false,false,false,Tax Not Included,No Effect,SF c0c88ae8 PickUp-Albert S
Cupertino,600000034547973481,4,1/11/25 11:17 AM,1/11/25 11:17 AM,600000034547961282,Default Online Ordering,,,Lunch,DoorDash - Takeout,600000034548216464,600000010081880028,600000010081880027,,,Dan Dan Noodles Ⓥ🌶️🌶️ 担担面,,NOODLES,Dough Zone Menu (Cupertino),NOODLES,7.75,0.00,7.75,1.0,0.71000000,false,false,false,Tax Not Included,No Effect,SF c0c88ae8 PickUp-Albert S
Cupertino,600000034547973481,4,1/11/25 11:17 AM,1/11/25 11:17 AM,600000034547961282,Default Online Ordering,,,Lunch,DoorDash - Takeout,600000034548216466,600000010081835786,600000010081835785,,,Pork & Crab Meat Xiao Long Bao (8) 🦐 蟹肉小笼包,,XIAO LONG BAO (SOUP DUMPLINGS),Dough Zone Menu (Cupertino),SOUP DUMPLINGS,9.25,0.00,9.25,1.0,0.84000000,false,false,false,Tax Not Included,No Effect,SF c0c88ae8 PickUp-Albert S
Cupertino,600000034547973481,4,1/11/25 11:17 AM,1/11/25 11:17 AM,600000034547961282,Default Online Ordering,,,Lunch,DoorDash - Takeout,600000034548216468,600000010081834427,600000010081834426,,,Pork Xiao Long Bao (8) 鲜肉小笼包,,XIAO LONG BAO (SOUP DUMPLINGS),Dough Zone Menu (Cupertino),SOUP DUMPLINGS,9.25,0.00,9.25,1.0,0.84000000,false,false,false,Tax Not Included,No Effect,SF c0c88ae8 PickUp-Albert S
Cupertino,600000034548362138,5,1/11/25 11:28 AM,1/11/25 11:28 AM,600000034548362088,Default Online Ordering,A2,Dining Room,Lunch,Dine In,600000034548745469,600000010081835786,600000010081835785,,,Pork & Crab Meat Xiao Long Bao (8) 🦐 蟹肉小笼包,,XIAO LONG BAO (SOUP DUMPLINGS),Dough Zone Menu (Cupertino),SOUP DUMPLINGS,9.25,0.00,9.25,1.0,0.84000000,false,false,false,Tax Not Included,No Effect,
Cupertino,600000034548362138,5,1/11/25 11:28 AM,1/11/25 11:28 AM,600000034548362088,Default Online Ordering,A2,Dining Room,Lunch,Dine In,600000034548745470,600000010081823847,600000010081823846,,,Green Onion Pancake (1) Ⓥ 葱油饼,,HOUSE SPECIALS,Dough Zone Menu (Cupertino),HOUSE SPECIALS,3.95,0.00,3.95,1.0,0.36000000,false,false,false,Tax Not Included,No Effect,
Cupertino,600000034548362138,5,1/11/25 11:28 AM,1/11/25 11:28 AM,600000034548362088,Default Online Ordering,A2,Dining Room,Lunch,Dine In,600000034548745471,600000010081847463,600000010081847462,,,Beef Potstickers (6) 牛肉锅贴,,DUMPLINGS,Dough Zone Menu (Cupertino),PAN FRIED DUMPLINGS,7.15,0.00,7.15,1.0,0.65000000,false,false,false,Tax Not Included,No Effect,
Cupertino,600000034548362138,5,1/11/25 11:28 AM,1/11/25 11:28 AM,600000034548362088,Default Online Ordering,A2,Dining Room,Lunch,Dine In,600000034548745472,600000010081902976,600000010081902975,,,Romaine Lettuce Salad with Sesame Dressing Ⓥ 麻酱生菜沙拉,,VEGETABLES,Dough Zone Menu (Cupertino),VEGETABLES,7.15,0.00,7.15,1.0,0.65000000,false,false,false,Tax Not Included,No Effect,
Cupertino,600000034549020734,7,1/11/25 11:41 AM,1/11/25 11:41 AM,600000034549017936,Default Online Ordering,A7,Dining Room,Lunch,Dine In,600000034549285846,600000010081839187,600000010081839186,,,Pan Fried Pork Buns (4) 特色鲜肉煎包,,Q-BAO®,Dough Zone Menu (Cupertino),BAO,9.95,0.00,9.95,1.0,0.91000000,false,false,false,Tax Not Included,No Effect,
Cupertino,600000034549020734,7,1/11/25 11:41 AM,1/11/25 11:41 AM,600000034549017936,Default Online Ordering,A7,Dining Room,Lunch,Dine In,600000034549285847,600000010081834427,600000010081834426,,,Pork Xiao Long Bao (8) 鲜肉小笼包,,XIAO LONG BAO (SOUP DUMPLINGS),Dough Zone Menu (Cupertino),SOUP DUMPLINGS,9.25,0.00,9.25,1.0,0.84000000,false,false,false,Tax Not Included,No Effect,
Cupertino,600000034549020734,7,1/11/25 11:41 AM,1/11/25 11:41 AM,600000034549017936,Default Online Ordering,A7,Dining Room,Lunch,Dine In,600000034549285848,600000010081850666,600000010081850665,,,Pan Fried Wontons with Sweet & Spicy Garlic Sauce (6) 甜辣香煎大馄饨,,WONTONS,Dough Zone Menu (Cupertino),BOILED DUMPLINGS,7.15,0.00,7.15,1.0,0.65000000,false,false,false,Tax Not Included,No Effect,
Cupertino,600000034549020734,7,1/11/25 11:41 AM,1/11/25 11:41 AM,600000034549017936,Default Online Ordering,A7,Dining Room,Lunch,Dine In,600000034549285849,600000010081880028,600000010081880027,,,Dan Dan Noodles Ⓥ🌶️🌶️ 担担面,,NOODLES,Dough Zone Menu (Cupertino),NOODLES,7.75,0.00,7.75,1.0,0.71000000,false,false,false,Tax Not Included,No Effect,
Cupertino,600000034548756197,6,1/11/25 11:40 AM,1/11/25 11:40 AM,600000034548751298,Default Online Ordering,B6,Dining Room,Lunch,Dine In,600000034549291212,600000010081835786,600000010081835785,,,Pork & Crab Meat Xiao Long Bao (8) 🦐 蟹肉小笼包,,XIAO LONG BAO (SOUP DUMPLINGS),Dough Zone Menu (Cupertino),SOUP DUMPLINGS,9.25,0.00,9.25,1.0,0.84000000,false,false,false,Tax Not Included,No Effect,
Cupertino,600000034548756197,6,1/11/25 11:40 AM,1/11/25 11:40 AM,600000034548751298,Default Online Ordering,B6,Dining Room,Lunch,Dine In,600000034549291214,600000010081899532,600000010081899531,,,Kale Salad with Sesame Dressing Ⓥ 麻酱羽衣甘蓝沙拉,,VEGETABLES,Dough Zone Menu (Cupertino),VEGETABLES,7.15,0.00,7.15,1.0,0.65000000,false,false,false,Tax Not Included,No Effect,
