Location,Order Id,Order #,Sent Date,Order Date,Check Id,Server,Table,Dining Area,Service,Dining Option,Item Selection Id,Modifier Id,Master Id,Modifier SKU,Modifier PLU,Modifier,Option Group ID,Option Group Name,Parent Menu Selection Item ID,Parent Menu Selection,Sales Category,Gross Price,Discount,Net Price,Qty,Void?,Void Reason ID,Void Reason
Cupertino,600000034547206932,2,1/11/25 11:03 AM,1/11/25 11:03 AM,600000034547180185,Default Online Ordering,,,Lunch,DoorDash - Delivery,600000034547432420,600000027696170230,600000027696170231,,,No Green Onion 不要葱花,600000027696127047,Ingredients 原料,600000010081880028,Dan Dan Noodles Ⓥ🌶️🌶️ 担担面,,0.00,0.00,0.00,1.0,false,,
Cupertino,600000034547710708,3,1/11/25 11:08 AM,1/11/25 11:08 AM,600000034547701511,Default Online Ordering,,,Lunch,DoorDash - Takeout,600000034547714430,,,,,Include plasticware,,,600000010081823847,Green Onion Pancake (1) Ⓥ 葱油饼,,0.00,0.00,0.00,1.0,false,,
Cupertino,600000034547710708,3,1/11/25 11:08 AM,1/11/25 11:08 AM,600000034547701511,Default Online Ordering,,,Lunch,DoorDash - Takeout,600000034547714432,,,,,Include plasticware,,,600000010081888887,Vegetarian Spicy (Ma La) Noodles Ⓥ 🌶️🌶️ 素麻辣小面,,0.00,0.00,0.00,1.0,false,,
Cupertino,600000034547710708,3,1/11/25 11:08 AM,1/11/25 11:08 AM,600000034547701511,Default Online Ordering,,,Lunch,DoorDash - Takeout,600000034547714434,600000027696485469,600000027696485470,,,No Green Onion 不要葱花,600000010081895394,Ingredients 原料,600000010081895356,Beef-Stew Noodle Soup 🌶️ 秘制牛肉汤面,,0.00,0.00,0.00,1.0,false,,
Cupertino,600000034547710708,3,1/11/25 11:08 AM,1/11/25 11:08 AM,600000034547701511,Default Online Ordering,,,Lunch,DoorDash - Takeout,600000034547714435,,,,,Include plasticware,,,600000010081895356,Beef-Stew Noodle Soup 🌶️ 秘制牛肉汤面,,0.00,0.00,0.00,1.0,false,,
Cupertino,600000034547710708,3,1/11/25 11:08 AM,1/11/25 11:08 AM,600000034547701511,Default Online Ordering,,,Lunch,DoorDash - Takeout,600000034547714437,,,,,Include plasticware,,,600000010081834427,Pork Xiao Long Bao (8) 鲜肉小笼包,,0.00,0.00,0.00,1.0,false,,
Cupertino,600000034547973481,4,1/11/25 11:17 AM,1/11/25 11:17 AM,600000034547961282,Default Online Ordering,,,Lunch,DoorDash - Takeout,600000034548216461,,,,,Include plasticware,,,600000010081890982,Minced Chicken Noodles 🌶️ 鸡肉肉燥小面,,0.00,0.00,0.00,1.0,false,,
Cupertino,600000034547973481,4,1/11/25 11:17 AM,1/11/25 11:17 AM,600000034547961282,Default Online Ordering,,,Lunch,DoorDash - Takeout,600000034548216463,,,,,Include plasticware,,,600000010081880028,Dan Dan Noodles Ⓥ🌶️🌶️ 担担面,,0.00,0.00,0.00,1.0,false,,
Cupertino,600000034547973481,4,1/11/25 11:17 AM,1/11/25 11:17 AM,600000034547961282,Default Online Ordering,,,Lunch,DoorDash - Takeout,600000034548216465,,,,,Include plasticware,,,600000010081835786,Pork & Crab Meat Xiao Long Bao (8) 🦐 蟹肉小笼包,,0.00,0.00,0.00,1.0,false,,
Cupertino,600000034547973481,4,1/11/25 11:17 AM,1/11/25 11:17 AM,600000034547961282,Default Online Ordering,,,Lunch,DoorDash - Takeout,600000034548216467,,,,,Include plasticware,,,600000010081834427,Pork Xiao Long Bao (8) 鲜肉小笼包,,0.00,0.00,0.00,1.0,false,,
