Location,Order Id,Order #,Sent Date,Order Date,Check Id,Server,Table,Dining Area,Service,Dining Option,Item Selection Id,Modifier Id,Master Id,Modifier SKU,Modifier PLU,Modifier,Option Group ID,Option Group Name,Parent Menu Selection Item ID,Parent Menu Selection,Sales Category,Gross Price,Discount,Net Price,Qty,Void?,Void Reason ID,Void Reason
Cupertino,600000034986716046,4,1/25/25 11:08 AM,1/25/25 11:08 AM,600000034986715497,Default Online Ordering,B3,Dining Room,Lunch,Dine In,600000034987160920,600000027695817041,600000027695817042,,,No Chili Oil 不要红油,600000027695801376,Sauce 酱汁,600000010081905403,Sweet & Sour Cucumber Ⓥ 🌶️ 甜辣小黄瓜,,0.00,0.00,0.00,1.0,false,,
Cupertino,600000034988379617,10,1/25/25 11:34 AM,1/25/25 11:34 AM,600000034988379567,Default Online Ordering,A4,Dining Room,Lunch,Dine In,600000034988611865,600000027696099103,600000027696099104,,,No Peanut 不要花生,600000010081878294,Ingredients 原料,600000010081878674,Vegetarian Hot & Sour Glass Noodles Ⓥ 🌶️🌶️ 素酸辣粉,,0.00,0.00,0.00,1.0,false,,
Cupertino,600000034988379617,10,1/25/25 11:34 AM,1/25/25 11:34 AM,600000034988379567,Default Online Ordering,A4,Dining Room,Lunch,Dine In,600000034988611866,,,,,For CP.,,,600000010081878674,Vegetarian Hot & Sour Glass Noodles Ⓥ 🌶️🌶️ 素酸辣粉,,0.00,0.00,0.00,1.0,false,,
Cupertino,600000034988379617,10,1/25/25 11:34 AM,1/25/25 11:34 AM,600000034988379567,Default Online Ordering,A4,Dining Room,Lunch,Dine In,600000034988611868,,,,,For CP.,,,600000010081918799,Milk Tea (Cold) 奶茶 (冷),,0.00,0.00,0.00,1.0,false,,
Cupertino,600000034988379617,10,1/25/25 11:34 AM,1/25/25 11:34 AM,600000034988379567,Default Online Ordering,A4,Dining Room,Lunch,Dine In,600000034988611870,,,,,For CP.,,,600000027797414680,Add Boba 珍珠,,0.00,0.00,0.00,1.0,false,,
Cupertino,600000034988379617,10,1/25/25 11:34 AM,1/25/25 11:34 AM,600000034988379567,Default Online Ordering,A4,Dining Room,Lunch,Dine In,600000034988611872,,,,,For CP.,,,600000010081905403,Sweet & Sour Cucumber Ⓥ 🌶️ 甜辣小黄瓜,,0.00,0.00,0.00,1.0,false,,
Cupertino,600000034988379617,10,1/25/25 11:34 AM,1/25/25 11:34 AM,600000034988379567,Default Online Ordering,A4,Dining Room,Lunch,Dine In,600000034988611874,600000027696436293,600000027696436294,,,No Green Onion 不要葱花,600000010081895354,Ingredients 原料,600000010081892480,Beef-Stew Noodles 🌶️ 秘制牛肉小面,,0.00,0.00,0.00,1.0,false,,
Cupertino,600000034988379617,10,1/25/25 11:34 AM,1/25/25 11:34 AM,600000034988379567,Default Online Ordering,A4,Dining Room,Lunch,Dine In,600000034988611875,,,,,For Terese Scott.,,,600000010081892480,Beef-Stew Noodles 🌶️ 秘制牛肉小面,,0.00,0.00,0.00,1.0,false,,
Cupertino,600000034988379617,10,1/25/25 11:34 AM,1/25/25 11:34 AM,600000034988379567,Default Online Ordering,A4,Dining Room,Lunch,Dine In,600000034988611877,,,,,For Terese Scott.,,,600000010081922546,Sour Plum Juice (Cold) 酸梅汁 (冷),,0.00,0.00,0.00,1.0,false,,
Cupertino,600000034988379617,10,1/25/25 11:34 AM,1/25/25 11:34 AM,600000034988379567,Default Online Ordering,A4,Dining Room,Lunch,Dine In,600000034988611879,,,,,For Terese Scott.,,,600000010081823847,Green Onion Pancake (1) Ⓥ 葱油饼,,0.00,0.00,0.00,1.0,false,,
